provincia,canton,disponibilidad_hospitalizacion,disponibilidad_uci,disponibilidad_hospitalizacion_covid,disponibilidad_uci_adulto_covid,porcentaje_ocupadas_hospitalizacion,porcentaje_ocupadas_uci,porcentaje_ocupadas_hospitalizacion_covid,porcentaje_ocupadas_uci_adulto_covid,created_at
Los Ríos,Vinces,35,0,27,0,23,0,59,0,26/04/2020
Los Ríos,Vinces,35,0,16,0,20,0,44,0,07/05/2020
Los Ríos,Vinces,35,0,16,0,34,0,44,0,14/05/2020
Los Ríos,Vinces,35,0,16,0,34,0,56,0,21/05/2020
Los Ríos,Vinces,35,0,16,0,26,0,44,0,28/05/2020
Los Ríos,Vinces,35,0,16,0,34,0,38,0,04/06/2020
Los Ríos,Vinces,35,0,16,0,40,0,44,0,11/06/2020
Los Ríos,Vinces,35,0,16,0,34,0,31,0,18/06/2020
Los Ríos,Vinces,35,0,16,0,26,0,56,0,25/06/2020
Los Ríos,Vinces,35,0,16,0,54,0,44,0,01/07/2020
Los Ríos,Vinces,35,0,16,0,80,0,25,0,08/07/2020
Los Ríos,Vinces,35,0,16,0,86,0,25,0,15/07/2020
Los Ríos,Vinces,35,0,16,0,43,0,19,0,23/07/2020
Los Ríos,Vinces,35,0,16,0,60,0,6,0,30/07/2020
Los Ríos,Vinces,35,0,16,0,71,0,6,0,06/08/2020
Los Ríos,Vinces,35,0,16,0,74,0,0,0,13/08/2020
Los Ríos,Vinces,35,0,16,0,69,0,13,0,20/08/2020
Los Ríos,Vinces,35,0,16,0,97,0,6,0,27/08/2020
Los Ríos,Vinces,35,0,0,0,97,0,0,0,03/09/2020
Los Ríos,Vinces,35,0,0,0,69,0,0,0,10/09/2020
Los Ríos,Vinces,35,0,0,0,91,0,0,0,17/09/2020
Los Ríos,Vinces,35,0,16,0,57,0,13,0,24/09/2020
Los Ríos,Vinces,35,0,16,0,66,0,6,0,30/09/2020
Los Ríos,Vinces,35,0,16,0,71,0,6,0,08/10/2020
Los Ríos,Vinces,35,0,16,0,51,0,19,0,15/10/2020
Los Ríos,Vinces,35,0,16,0,51,0,19,0,22/10/2020
Los Ríos,Vinces,35,0,16,0,86,0,19,0,29/10/2020
Los Ríos,Vinces,35,0,16,0,40,0,6,0,05/11/2020
Los Ríos,Vinces,35,0,16,0,80,0,13,0,12/11/2020
Manabí,Bolívar,18,0,22,0,33,0,23,0,07/04/2020
Manabí,Bolívar,20,0,20,0,35,0,20,0,18/04/2020
Manabí,Bolívar,20,0,20,0,45,0,20,0,26/04/2020
Manabí,Bolívar,22,0,19,0,59,0,11,0,07/05/2020
Manabí,Bolívar,22,0,19,0,41,0,21,0,14/05/2020
Manabí,Bolívar,20,0,20,0,65,0,5,0,21/05/2020
Manabí,Bolívar,22,0,20,0,59,0,5,0,28/05/2020
Manabí,Bolívar,22,0,20,0,91,0,10,0,04/06/2020
Manabí,Bolívar,22,0,20,0,36,0,15,0,11/06/2020
Manabí,Bolívar,20,0,21,0,95,0,10,0,18/06/2020
Manabí,Bolívar,20,0,20,0,35,0,15,0,25/06/2020
Manabí,Bolívar,20,0,20,0,95,0,20,0,01/07/2020
Manabí,Bolívar,20,0,20,0,85,0,25,0,08/07/2020
Manabí,Bolívar,20,0,20,0,60,0,10,0,15/07/2020
Manabí,Bolívar,20,0,20,0,75,0,10,0,23/07/2020
Manabí,Bolívar,20,0,20,0,55,0,20,0,30/07/2020
Manabí,Bolívar,20,0,20,0,80,0,20,0,06/08/2020
Manabí,Bolívar,20,0,20,0,95,0,25,0,13/08/2020
Manabí,Bolívar,20,0,20,0,80,0,20,0,20/08/2020
Manabí,Bolívar,20,0,20,0,75,0,20,0,27/08/2020
Manabí,Bolívar,20,0,20,0,70,0,30,0,03/09/2020
Manabí,Bolívar,28,0,12,0,39,0,0,0,10/09/2020
Manabí,Bolívar,28,0,12,0,50,0,0,0,17/09/2020
Manabí,Bolívar,28,0,12,0,50,0,0,0,24/09/2020
Manabí,Bolívar,28,0,12,0,50,0,0,0,30/09/2020
Manabí,Bolívar,28,0,12,0,61,0,0,0,08/10/2020
Manabí,Bolívar,28,0,12,0,61,0,0,0,15/10/2020
Manabí,Bolívar,28,0,12,0,61,0,0,0,22/10/2020
Manabí,Bolívar,28,0,12,0,36,0,33,0,29/10/2020
Manabí,Bolívar,28,0,12,0,43,0,25,0,05/11/2020
Manabí,Bolívar,28,0,12,0,39,0,8,0,12/11/2020
Manabí,Chone,70,5,10,0,27,60,40,0,07/04/2020
Manabí,Chone,70,5,10,0,41,20,80,0,18/04/2020
Manabí,Chone,70,5,10,0,57,80,100,0,26/04/2020
Manabí,Chone,70,5,16,0,49,80,69,0,07/05/2020
Manabí,Chone,70,5,20,0,57,80,90,0,14/05/2020
Manabí,Chone,70,0,22,4,47,0,50,100,21/05/2020
Manabí,Chone,70,0,22,4,51,0,45,100,28/05/2020
Manabí,Chone,70,0,22,4,41,0,36,50,04/06/2020
Manabí,Chone,70,0,22,4,49,0,64,75,11/06/2020
Manabí,Chone,70,0,22,4,53,0,64,100,18/06/2020
Manabí,Chone,70,0,22,4,53,0,82,75,25/06/2020
Manabí,Chone,70,0,22,4,41,0,32,75,01/07/2020
Manabí,Chone,70,0,22,4,54,0,14,100,08/07/2020
Manabí,Chone,57,0,32,4,37,0,59,50,15/07/2020
Manabí,Chone,57,0,22,4,33,0,32,75,23/07/2020
Manabí,Chone,57,0,22,4,33,0,32,100,30/07/2020
Manabí,Chone,57,0,22,4,32,0,27,75,06/08/2020
Manabí,Chone,57,0,22,4,40,0,55,75,13/08/2020
Manabí,Chone,57,0,22,4,56,0,36,100,20/08/2020
Manabí,Chone,57,0,22,4,54,0,32,100,27/08/2020
Manabí,Chone,57,0,22,0,32,0,50,0,03/09/2020
Manabí,Chone,57,0,22,4,49,0,9,50,10/09/2020
Manabí,Chone,57,0,22,4,51,0,9,25,17/09/2020
Manabí,Chone,57,0,22,4,72,0,9,25,24/09/2020
Manabí,Chone,57,0,22,4,46,0,9,25,30/09/2020
Manabí,Chone,57,0,22,4,53,0,0,25,08/10/2020
Manabí,Chone,57,0,22,4,58,0,9,25,15/10/2020
Manabí,Chone,57,0,22,4,58,0,9,25,22/10/2020
Manabí,Chone,57,0,22,4,49,0,18,0,29/10/2020
Manabí,Chone,57,0,22,4,68,0,9,50,05/11/2020
Manabí,Chone,57,0,22,4,53,0,23,50,12/11/2020
Manabí,El Carmen,10,0,5,0,80,0,20,0,07/04/2020
Manabí,El Carmen,10,0,5,0,60,0,20,0,18/04/2020
Manabí,El Carmen,10,0,5,0,50,0,20,0,26/04/2020
Manabí,El Carmen,10,0,5,0,100,0,40,0,07/05/2020
Manabí,El Carmen,10,0,5,0,100,0,40,0,14/05/2020
Manabí,El Carmen,10,0,5,0,70,0,60,0,21/05/2020
Manabí,El Carmen,10,0,5,0,50,0,80,0,28/05/2020
Manabí,El Carmen,10,0,5,0,50,0,100,0,04/06/2020
Manabí,El Carmen,10,0,5,0,70,0,100,0,11/06/2020
Manabí,El Carmen,10,0,5,0,100,0,100,0,18/06/2020
Manabí,El Carmen,10,0,5,0,80,0,100,0,25/06/2020
Manabí,El Carmen,10,0,5,0,80,0,80,0,01/07/2020
Manabí,El Carmen,10,0,5,0,60,0,100,0,08/07/2020
Manabí,El Carmen,10,0,5,0,80,0,80,0,15/07/2020
Manabí,El Carmen,10,0,5,0,80,0,20,0,23/07/2020
Manabí,El Carmen,10,0,5,0,50,0,80,0,30/07/2020
Manabí,El Carmen,10,0,5,0,100,0,100,0,06/08/2020
Manabí,El Carmen,10,0,10,0,80,0,50,0,13/08/2020
Manabí,El Carmen,10,0,10,0,100,0,90,0,20/08/2020
Manabí,El Carmen,10,0,10,0,50,0,50,0,27/08/2020
Manabí,El Carmen,10,0,10,0,90,0,60,0,03/09/2020
Manabí,El Carmen,10,0,10,0,90,0,50,0,10/09/2020
Manabí,El Carmen,10,0,10,0,70,0,10,0,17/09/2020
Manabí,El Carmen,10,0,10,0,70,0,60,0,24/09/2020
Manabí,El Carmen,10,0,10,0,100,0,50,0,30/09/2020
Manabí,El Carmen,10,0,10,0,100,0,40,0,08/10/2020
Manabí,El Carmen,10,0,10,0,100,0,20,0,15/10/2020
Manabí,El Carmen,10,0,10,0,100,0,20,0,22/10/2020
Manabí,El Carmen,10,0,10,0,100,0,30,0,29/10/2020
Manabí,El Carmen,10,0,10,0,80,0,30,0,05/11/2020
Manabí,El Carmen,10,0,10,0,70,0,40,0,12/11/2020
Manabí,Flavio Alfaro,32,0,2,0,16,0,0,0,07/04/2020
Manabí,Flavio Alfaro,32,0,3,0,44,0,0,0,18/04/2020
Manabí,Flavio Alfaro,32,0,3,0,19,0,0,0,26/04/2020
Manabí,Flavio Alfaro,32,0,3,0,13,0,0,0,07/05/2020
Manabí,Flavio Alfaro,32,0,3,0,6,0,0,0,14/05/2020
Manabí,Flavio Alfaro,27,0,6,0,19,0,0,0,21/05/2020
Manabí,Flavio Alfaro,27,0,6,0,7,0,0,0,28/05/2020
Manabí,Flavio Alfaro,27,0,6,0,4,0,0,0,04/06/2020
Manabí,Flavio Alfaro,27,0,6,0,11,0,0,0,11/06/2020
Manabí,Flavio Alfaro,27,0,6,0,11,0,0,0,18/06/2020
Manabí,Flavio Alfaro,27,0,6,0,26,0,0,0,25/06/2020
Manabí,Flavio Alfaro,27,0,6,0,30,0,17,0,01/07/2020
Manabí,Flavio Alfaro,27,0,6,0,15,0,0,0,08/07/2020
Manabí,Flavio Alfaro,27,0,6,0,7,0,0,0,15/07/2020
Manabí,Flavio Alfaro,27,0,6,0,33,0,0,0,23/07/2020
Manabí,Flavio Alfaro,27,0,6,0,59,0,0,0,30/07/2020
Manabí,Flavio Alfaro,27,0,6,0,19,0,33,0,06/08/2020
Manabí,Flavio Alfaro,27,0,7,0,26,0,14,0,13/08/2020
Manabí,Flavio Alfaro,27,0,7,0,30,0,14,0,20/08/2020
Manabí,Flavio Alfaro,27,0,7,0,33,0,86,0,27/08/2020
Manabí,Flavio Alfaro,27,0,5,0,44,0,100,0,03/09/2020
Manabí,Flavio Alfaro,27,0,5,0,22,0,40,0,10/09/2020
Manabí,Flavio Alfaro,27,0,5,0,33,0,40,0,17/09/2020
Manabí,Flavio Alfaro,27,0,7,0,19,0,14,0,24/09/2020
Manabí,Flavio Alfaro,27,0,7,0,30,0,0,0,30/09/2020
Manabí,Flavio Alfaro,27,0,7,0,22,0,0,0,08/10/2020
Manabí,Flavio Alfaro,27,0,7,0,26,0,0,0,15/10/2020
Manabí,Flavio Alfaro,27,0,7,0,26,0,0,0,22/10/2020
Manabí,Flavio Alfaro,27,0,7,0,41,0,29,0,29/10/2020
Manabí,Flavio Alfaro,27,0,7,0,26,0,14,0,05/11/2020
Manabí,Flavio Alfaro,27,0,7,0,81,0,0,0,12/11/2020
Manabí,Jipijapa,50,0,8,0,16,0,75,0,07/04/2020
Manabí,Jipijapa,50,0,10,0,12,0,100,0,18/04/2020
Manabí,Jipijapa,50,0,10,0,18,0,0,0,26/04/2020
Manabí,Jipijapa,50,0,10,0,10,0,80,0,07/05/2020
Manabí,Jipijapa,50,0,10,0,20,0,40,0,14/05/2020
Manabí,Jipijapa,50,0,10,0,18,0,40,0,21/05/2020
Manabí,Jipijapa,50,0,10,0,26,0,60,0,28/05/2020
Manabí,Jipijapa,35,0,15,0,34,0,13,0,04/06/2020
Manabí,Jipijapa,35,0,15,0,20,0,87,0,11/06/2020
Manabí,Jipijapa,35,0,15,0,40,0,47,0,18/06/2020
Manabí,Jipijapa,35,0,15,0,37,0,47,0,25/06/2020
Manabí,Jipijapa,35,0,15,0,20,0,87,0,01/07/2020
Manabí,Jipijapa,35,0,15,0,40,0,33,0,08/07/2020
Manabí,Jipijapa,35,0,15,0,43,0,27,0,15/07/2020
Manabí,Jipijapa,35,0,15,0,49,0,13,0,23/07/2020
Manabí,Jipijapa,35,0,15,0,43,0,40,0,30/07/2020
Manabí,Jipijapa,35,0,15,0,17,0,13,0,06/08/2020
Manabí,Jipijapa,35,0,15,0,63,0,7,0,13/08/2020
Manabí,Jipijapa,35,0,15,0,31,0,40,0,20/08/2020
Manabí,Jipijapa,35,0,15,0,54,0,47,0,27/08/2020
Manabí,Jipijapa,35,0,15,0,57,0,27,0,03/09/2020
Manabí,Jipijapa,35,0,15,0,66,0,47,0,10/09/2020
Manabí,Jipijapa,35,0,15,0,43,0,20,0,17/09/2020
Manabí,Jipijapa,35,0,15,0,49,0,13,0,24/09/2020
Manabí,Jipijapa,35,0,15,0,49,0,33,0,30/09/2020
Manabí,Jipijapa,35,0,15,0,66,0,53,0,08/10/2020
Manabí,Jipijapa,35,0,15,0,51,0,93,0,15/10/2020
Manabí,Jipijapa,35,0,15,0,51,0,93,0,22/10/2020
Manabí,Jipijapa,35,0,15,0,54,0,7,0,29/10/2020
Manabí,Jipijapa,35,0,15,0,49,0,40,0,05/11/2020
Manabí,Jipijapa,35,0,15,0,57,0,47,0,12/11/2020
Manabí,Manta,135,0,10,4,19,0,100,75,07/04/2020
Manabí,Manta,135,0,18,8,28,0,100,100,18/04/2020
Manabí,Manta,135,0,18,8,64,0,0,0,26/04/2020
Manabí,Manta,135,0,18,8,61,0,100,100,07/05/2020
Manabí,Manta,135,0,18,8,35,0,100,100,14/05/2020
Manabí,Manta,135,0,18,8,36,0,100,100,21/05/2020
Manabí,Manta,135,0,18,8,48,0,100,100,28/05/2020
Manabí,Manta,135,0,18,8,44,0,22,38,04/06/2020
Manabí,Manta,135,0,18,8,14,0,6,0,11/06/2020
Manabí,Manta,135,0,18,8,27,0,11,0,18/06/2020
Manabí,Manta,135,0,6,8,32,0,33,0,25/06/2020
Manabí,Manta,135,0,6,8,37,0,33,0,01/07/2020
Manabí,Manta,135,0,6,2,41,0,0,0,08/07/2020
Manabí,Manta,135,0,6,2,36,0,0,0,15/07/2020
Manabí,Manta,135,0,6,2,47,0,33,0,23/07/2020
Manabí,Manta,135,0,6,2,48,0,83,0,30/07/2020
Manabí,Manta,135,0,6,2,64,0,83,0,06/08/2020
Manabí,Manta,135,0,6,2,66,0,50,0,13/08/2020
Manabí,Manta,135,0,6,2,76,0,50,0,20/08/2020
Manabí,Manta,135,0,6,2,63,0,100,0,27/08/2020
Manabí,Manta,135,0,0,0,67,0,0,0,03/09/2020
Manabí,Manta,135,0,0,0,67,0,0,0,10/09/2020
Manabí,Manta,125,0,0,0,66,0,0,0,17/09/2020
Manabí,Manta,125,0,6,2,76,0,100,0,24/09/2020
Manabí,Manta,125,0,6,2,69,0,83,0,30/09/2020
Manabí,Manta,125,0,6,2,72,0,33,0,08/10/2020
Manabí,Manta,125,0,6,2,67,0,100,50,15/10/2020
Manabí,Manta,125,0,6,2,67,0,100,50,22/10/2020
Manabí,Manta,125,0,6,2,70,0,67,0,29/10/2020
Manabí,Manta,125,0,6,2,58,0,33,100,05/11/2020
Manabí,Manta,125,0,6,2,66,0,50,100,12/11/2020
Manabí,Paján,15,0,5,0,20,0,20,0,07/04/2020
Manabí,Paján,15,0,5,0,27,0,60,0,18/04/2020
Manabí,Paján,15,0,5,0,53,0,0,0,26/04/2020
Manabí,Paján,15,0,5,0,67,0,40,0,07/05/2020
Manabí,Paján,15,0,5,0,33,0,0,0,14/05/2020
Manabí,Paján,15,0,5,0,40,0,0,0,21/05/2020
Manabí,Paján,15,0,5,0,40,0,0,0,28/05/2020
Manabí,Paján,15,0,5,0,60,0,0,0,04/06/2020
Manabí,Paján,15,0,5,0,53,0,0,0,11/06/2020
Manabí,Paján,15,0,5,0,40,0,0,0,18/06/2020
Manabí,Paján,10,0,5,0,60,0,40,0,25/06/2020
Manabí,Paján,10,0,7,0,40,0,57,0,01/07/2020
Manabí,Paján,15,0,7,0,27,0,14,0,08/07/2020
Manabí,Paján,15,0,7,0,20,0,43,0,15/07/2020
Manabí,Paján,15,0,5,0,13,0,80,0,23/07/2020
Manabí,Paján,15,0,7,0,40,0,0,0,30/07/2020
Manabí,Paján,15,0,7,0,67,0,29,0,06/08/2020
Manabí,Paján,15,0,7,0,40,0,14,0,13/08/2020
Manabí,Paján,12,0,5,0,33,0,40,0,20/08/2020
Manabí,Paján,12,0,5,0,17,0,40,0,27/08/2020
Manabí,Paján,12,0,3,0,58,0,0,0,03/09/2020
Manabí,Paján,12,0,3,0,42,0,0,0,10/09/2020
Manabí,Paján,12,0,3,0,50,0,33,0,17/09/2020
Manabí,Paján,12,0,5,0,33,0,0,0,24/09/2020
Manabí,Paján,12,0,5,0,42,0,0,0,30/09/2020
Manabí,Paján,12,0,5,0,25,0,0,0,08/10/2020
Manabí,Paján,12,0,5,0,92,0,40,0,15/10/2020
Manabí,Paján,12,0,5,0,92,0,40,0,22/10/2020
Manabí,Paján,12,0,5,0,83,0,0,0,29/10/2020
Manabí,Paján,12,0,3,0,25,0,0,0,05/11/2020
Manabí,Paján,12,0,3,0,75,0,33,0,12/11/2020
Manabí,Pichincha,24,0,8,0,13,0,13,0,07/04/2020
Manabí,Pichincha,24,0,8,0,4,0,0,0,18/04/2020
Manabí,Pichincha,24,0,8,0,13,0,0,0,26/04/2020
Manabí,Pichincha,24,0,8,0,8,0,0,0,07/05/2020
Manabí,Pichincha,24,0,8,0,4,0,0,0,14/05/2020
Manabí,Pichincha,24,0,8,0,0,0,13,0,21/05/2020
Manabí,Pichincha,24,0,8,0,25,0,0,0,28/05/2020
Manabí,Pichincha,24,0,8,0,29,0,0,0,04/06/2020
Manabí,Pichincha,24,0,8,0,8,0,0,0,11/06/2020
Manabí,Pichincha,24,0,8,0,13,0,0,0,18/06/2020
Manabí,Pichincha,24,0,8,0,8,0,13,0,25/06/2020
Manabí,Pichincha,24,0,8,0,8,0,13,0,01/07/2020
Manabí,Pichincha,24,0,8,0,4,0,0,0,08/07/2020
Manabí,Pichincha,24,0,8,0,0,0,13,0,15/07/2020
Manabí,Pichincha,24,0,8,0,13,0,0,0,23/07/2020
Manabí,Pichincha,24,0,8,0,8,0,0,0,30/07/2020
Manabí,Pichincha,24,0,8,0,8,0,0,0,06/08/2020
Manabí,Pichincha,24,0,8,0,4,0,0,0,13/08/2020
Manabí,Pichincha,24,0,8,0,21,0,0,0,20/08/2020
Manabí,Pichincha,24,0,8,0,8,0,0,0,27/08/2020
Manabí,Pichincha,24,0,8,0,29,0,0,0,03/09/2020
Manabí,Pichincha,24,0,8,0,13,0,0,0,10/09/2020
Manabí,Pichincha,24,0,8,0,25,0,0,0,17/09/2020
Manabí,Pichincha,24,0,8,0,17,0,0,0,24/09/2020
Manabí,Pichincha,24,0,8,0,8,0,13,0,30/09/2020
Manabí,Pichincha,24,0,8,0,17,0,0,0,08/10/2020
Manabí,Pichincha,24,0,8,0,29,0,0,0,15/10/2020
Manabí,Pichincha,24,0,8,0,29,0,0,0,22/10/2020
Manabí,Pichincha,24,0,8,0,29,0,0,0,29/10/2020
Manabí,Pichincha,24,0,8,0,4,0,0,0,05/11/2020
Manabí,Pichincha,24,0,8,0,50,0,0,0,12/11/2020
Manabí,Portoviejo,146,4,46,21,48,100,80,48,07/04/2020
Manabí,Portoviejo,135,4,78,33,41,100,42,82,18/04/2020
Manabí,Portoviejo,135,4,76,32,52,100,64,75,26/04/2020
Manabí,Portoviejo,135,4,90,32,61,100,92,100,07/05/2020
Manabí,Portoviejo,135,4,90,32,64,50,77,97,14/05/2020
Manabí,Portoviejo,135,4,83,32,47,50,70,100,21/05/2020
Manabí,Portoviejo,135,4,110,32,41,50,48,100,28/05/2020
Manabí,Portoviejo,135,4,110,32,47,50,50,50,04/06/2020
Manabí,Portoviejo,135,4,110,32,54,100,63,100,11/06/2020
Manabí,Portoviejo,181,4,88,32,43,75,56,75,18/06/2020
Manabí,Portoviejo,181,4,88,32,53,75,65,100,25/06/2020
Manabí,Portoviejo,181,4,88,32,52,50,59,100,01/07/2020
Manabí,Portoviejo,181,4,88,32,56,75,55,100,08/07/2020
Manabí,Portoviejo,181,4,88,32,66,75,39,72,15/07/2020
Manabí,Portoviejo,181,4,88,32,65,50,38,47,23/07/2020
Manabí,Portoviejo,181,4,88,32,62,75,30,47,30/07/2020
Manabí,Portoviejo,181,4,88,32,55,25,30,47,06/08/2020
Manabí,Portoviejo,182,5,60,30,65,40,82,100,13/08/2020
Manabí,Portoviejo,182,5,60,30,67,60,65,100,20/08/2020
Manabí,Portoviejo,182,5,60,40,70,40,55,68,27/08/2020
Manabí,Portoviejo,182,5,60,5,71,80,42,80,03/09/2020
Manabí,Portoviejo,182,5,60,30,70,80,55,90,10/09/2020
Manabí,Portoviejo,182,5,60,30,71,100,48,100,17/09/2020
Manabí,Portoviejo,182,5,62,40,75,100,68,60,24/09/2020
Manabí,Portoviejo,182,6,60,39,80,100,28,67,30/09/2020
Manabí,Portoviejo,182,6,60,39,76,100,35,62,08/10/2020
Manabí,Portoviejo,182,6,60,39,51,100,23,49,15/10/2020
Manabí,Portoviejo,182,6,60,39,51,100,23,49,22/10/2020
Manabí,Portoviejo,184,7,54,38,70,29,70,63,29/10/2020
Manabí,Portoviejo,184,5,52,33,63,80,44,91,05/11/2020
Manabí,Portoviejo,184,5,60,37,75,60,60,57,12/11/2020
Manabí,Veinticuatro de Mayo,79,0,3,0,20,0,0,0,07/04/2020
Manabí,Veinticuatro de Mayo,79,0,5,0,24,0,60,0,18/04/2020
Manabí,Veinticuatro de Mayo,79,0,7,0,32,0,43,0,26/04/2020
Manabí,Veinticuatro de Mayo,79,0,5,2,27,0,0,50,07/05/2020
Manabí,Veinticuatro de Mayo,79,0,5,2,30,0,80,50,14/05/2020
Manabí,Veinticuatro de Mayo,79,0,5,2,30,0,80,0,21/05/2020
Manabí,Veinticuatro de Mayo,79,0,5,2,27,0,100,50,28/05/2020
Manabí,Veinticuatro de Mayo,79,0,5,2,22,0,60,100,04/06/2020
Manabí,Veinticuatro de Mayo,79,0,5,2,29,0,20,100,11/06/2020
Manabí,Veinticuatro de Mayo,79,2,5,2,18,50,0,50,18/06/2020
Manabí,Veinticuatro de Mayo,79,0,5,2,29,0,40,0,25/06/2020
Manabí,Veinticuatro de Mayo,79,0,8,2,23,0,75,0,01/07/2020
Manabí,Veinticuatro de Mayo,79,0,10,2,22,0,70,0,08/07/2020
Manabí,Veinticuatro de Mayo,79,0,8,2,24,0,63,0,15/07/2020
Manabí,Veinticuatro de Mayo,79,0,8,0,28,0,75,0,23/07/2020
Manabí,Veinticuatro de Mayo,79,0,8,2,25,0,88,0,30/07/2020
Manabí,Veinticuatro de Mayo,79,0,8,2,37,0,88,0,06/08/2020
Manabí,Veinticuatro de Mayo,79,0,8,2,27,0,75,0,13/08/2020
Manabí,Veinticuatro de Mayo,79,0,9,2,42,0,78,0,20/08/2020
Manabí,Veinticuatro de Mayo,79,0,9,2,44,0,44,0,27/08/2020
Manabí,Veinticuatro de Mayo,79,0,8,0,37,0,25,0,03/09/2020
Manabí,Veinticuatro de Mayo,79,0,8,0,35,0,25,0,10/09/2020
Manabí,Veinticuatro de Mayo,79,0,8,0,37,0,25,0,17/09/2020
Manabí,Veinticuatro de Mayo,79,0,8,2,49,0,25,0,24/09/2020
Manabí,Veinticuatro de Mayo,79,0,8,0,48,0,13,0,30/09/2020
Manabí,Veinticuatro de Mayo,79,0,8,0,46,0,0,0,08/10/2020
Manabí,Veinticuatro de Mayo,79,0,8,0,42,0,50,0,15/10/2020
Manabí,Veinticuatro de Mayo,79,0,8,0,42,0,50,0,22/10/2020
Manabí,Veinticuatro de Mayo,79,0,8,0,42,0,13,0,29/10/2020
Manabí,Veinticuatro de Mayo,79,0,8,0,43,0,0,0,05/11/2020
Manabí,Veinticuatro de Mayo,79,0,8,0,46,0,0,0,12/11/2020
Morona Santiago,Gualaquiza,43,0,4,0,51,0,0,0,07/04/2020
Morona Santiago,Gualaquiza,47,0,3,1,21,0,67,0,18/04/2020
Morona Santiago,Gualaquiza,47,0,6,0,51,0,0,0,26/04/2020
Morona Santiago,Gualaquiza,47,0,6,0,28,0,0,0,07/05/2020
Morona Santiago,Gualaquiza,47,0,6,0,38,0,0,0,14/05/2020
Morona Santiago,Gualaquiza,47,0,6,0,43,0,0,0,21/05/2020
Morona Santiago,Gualaquiza,47,0,6,0,70,0,0,0,28/05/2020
Morona Santiago,Gualaquiza,47,0,6,0,47,0,17,0,04/06/2020
Morona Santiago,Gualaquiza,47,0,6,0,38,0,33,0,11/06/2020
Morona Santiago,Gualaquiza,47,0,6,0,28,0,67,0,18/06/2020
Morona Santiago,Gualaquiza,47,0,8,0,23,0,75,0,25/06/2020
Morona Santiago,Gualaquiza,47,0,7,0,26,0,71,0,01/07/2020
Morona Santiago,Gualaquiza,47,0,10,0,32,0,80,0,08/07/2020
Morona Santiago,Gualaquiza,47,0,6,0,23,0,67,0,15/07/2020
Morona Santiago,Gualaquiza,47,0,6,0,19,0,67,0,23/07/2020
Morona Santiago,Gualaquiza,47,0,6,0,30,0,33,0,30/07/2020
Morona Santiago,Gualaquiza,47,0,6,0,19,0,50,0,06/08/2020
Morona Santiago,Gualaquiza,47,0,6,0,47,0,33,0,13/08/2020
Morona Santiago,Gualaquiza,47,0,6,0,28,0,50,0,20/08/2020
Morona Santiago,Gualaquiza,47,0,6,0,40,0,67,0,27/08/2020
Morona Santiago,Gualaquiza,47,0,4,0,26,0,100,0,03/09/2020
Morona Santiago,Gualaquiza,47,0,4,0,19,0,50,0,10/09/2020
Morona Santiago,Gualaquiza,47,0,4,0,19,0,50,0,17/09/2020
Morona Santiago,Gualaquiza,47,0,9,0,34,0,78,0,24/09/2020
Morona Santiago,Gualaquiza,47,0,6,0,32,0,67,0,30/09/2020
Morona Santiago,Gualaquiza,47,0,6,0,28,0,50,0,08/10/2020
Morona Santiago,Gualaquiza,47,0,6,0,32,0,0,0,15/10/2020
Morona Santiago,Gualaquiza,47,0,6,0,32,0,0,0,22/10/2020
Morona Santiago,Gualaquiza,47,0,6,0,45,0,0,0,29/10/2020
Morona Santiago,Gualaquiza,47,0,6,0,36,0,17,0,05/11/2020
Morona Santiago,Gualaquiza,47,0,6,0,38,0,17,0,12/11/2020
Morona Santiago,Limón Indanza,24,0,1,0,17,0,0,0,07/04/2020
Morona Santiago,Limón Indanza,24,0,2,0,42,0,250,0,18/04/2020
Morona Santiago,Limón Indanza,24,0,2,0,54,0,0,0,26/04/2020
Morona Santiago,Limón Indanza,24,0,2,0,38,0,0,0,07/05/2020
Morona Santiago,Limón Indanza,24,0,2,0,33,0,0,0,14/05/2020
Morona Santiago,Limón Indanza,24,0,2,0,46,0,0,0,21/05/2020
Morona Santiago,Limón Indanza,24,0,2,0,0,0,0,0,28/05/2020
Morona Santiago,Limón Indanza,24,0,2,0,38,0,0,0,04/06/2020
Morona Santiago,Limón Indanza,24,0,2,0,42,0,0,0,11/06/2020
Morona Santiago,Limón Indanza,24,0,2,0,63,0,0,0,18/06/2020
Morona Santiago,Limón Indanza,24,0,2,0,38,0,0,0,25/06/2020
Morona Santiago,Limón Indanza,24,0,2,0,42,0,0,0,01/07/2020
Morona Santiago,Limón Indanza,24,0,2,0,38,0,0,0,08/07/2020
Morona Santiago,Limón Indanza,24,0,2,0,42,0,0,0,15/07/2020
Morona Santiago,Limón Indanza,24,0,2,0,75,0,0,0,23/07/2020
Morona Santiago,Limón Indanza,24,0,2,0,42,0,0,0,30/07/2020
Morona Santiago,Limón Indanza,24,0,2,0,0,0,0,0,06/08/2020
Morona Santiago,Limón Indanza,24,0,2,0,54,0,0,0,13/08/2020
Morona Santiago,Limón Indanza,24,0,2,0,63,0,0,0,20/08/2020
Morona Santiago,Limón Indanza,24,0,2,0,54,0,0,0,27/08/2020
Morona Santiago,Limón Indanza,24,0,1,0,42,0,100,0,03/09/2020
Morona Santiago,Limón Indanza,24,0,1,0,38,0,0,0,10/09/2020
