zona,region,provincia,provincia_poblacion,canton,canton_poblacion,dosis_total,primera_dosis,segunda_dosis,lat,lng,created_at
3,sierra,Bolívar,209933,Chimbo,17378,6296,4055,2241,-1.700000000000000,-79.01666700000000,05/07/2021
2,amazonia,Napo,133705,Quijos,6847,5299,4031,1268,-0.4636110000000000,-77.89277800000001,05/07/2021
3,sierra,Cotopaxi,488716,Sigchos,23277,6398,4024,2374,-0.7000000000000000,-78.88333299999999,05/07/2021
1,costa,Esmeraldas,591083,Rioverde,31475,4768,3990,778,1.060200000000000,-79.40440000000000,05/07/2021
6,sierra,Azuay,881394,Nabón,17292,5839,3957,1882,-3.336060000000000,-79.06368000000001,05/07/2021
2,amazonia,Napo,133705,Archidona,33068,5294,3862,1432,-0.9166670000000000,-77.78333300000000,05/07/2021
7,sierra,Loja,521154,Zapotillo,14325,5488,3836,1652,-4.386360000000000,-80.24360000000000,05/07/2021
1,sierra,Imbabura,476257,San Miguel de Urcuquí,17540,4972,3803,1169,0.5200000000000000,-78.20000000000000,05/07/2021
6,amazonia,Morona Santiago,196535,Sucúa,23823,5814,3766,2048,-2.460000000000000,-78.17000000000000,05/07/2021
1,costa,Esmeraldas,591083,Muisne,31106,5050,3751,1299,0.6067000000000000,-80.01830000000000,05/07/2021
8,costa,Guayas,4387434,Isidro Ayora,14582,5231,3730,1501,-1.883333000000000,-80.16666700000000,05/07/2021
7,amazonia,Zamora Chinchipe,120416,Chinchipe,10679,5025,3587,1438,-4.862800000000000,-79.13280000000000,05/07/2021
2,amazonia,Orellana,161338,Aguarico,3629,4087,3576,511,-0.9211110000000000,-75.39916700000001,05/07/2021
9,sierra,Pichincha,3228233,Pedro Vicente Maldonado,17171,4853,3514,1339,0.1666670000000000,-79,05/07/2021
8,costa,Guayas,4387434,Alfredo Baquerizo Moreno,32110,5026,3500,1526,-1.916667000000000,-79.51666700000000,05/07/2021
2,amazonia,Napo,133705,El Chaco,10142,4448,3475,973,-0.3402780000000000,-77.80888899999999,05/07/2021
7,sierra,Loja,521154,Celica,16160,5197,3465,1732,-4.102500000000000,-79.95444400000000,05/07/2021
6,sierra,Azuay,881394,Girón,13037,4721,3273,1448,-3.159028000000000,-79.14756800000001,05/07/2021
3,sierra,Chimborazo,524004,Chunchi,12795,4896,3223,1673,-2.283333000000000,-78.91666700000000,05/07/2021
1,sierra,Imbabura,476257,Pimampiro,13269,4338,3213,1125,0.4000000000000000,-77.97000000000000,05/07/2021
6,amazonia,Morona Santiago,196535,Santiago,11087,4919,3192,1727,-3.429800000000000,-78.56560000000000,05/07/2021
5,costa,Los Ríos,921763,Palenque,23638,4115,3070,1045,-1.432800000000000,-79.74950000000000,05/07/2021
8,costa,Guayas,4387434,Palestina,18451,3817,2937,880,-1.626300000000000,-79.97700000000000,05/07/2021
6,sierra,Azuay,881394,Chordeleg,15176,4360,2927,1433,-2.933333000000000,-78.76666700000000,05/07/2021
5,insular,Galápagos,33042,Isabela,3073,4974,2926,2048,-0.4724000000000000,-90.68110000000000,05/07/2021
8,costa,Guayas,4387434,Balao,26348,3741,2905,836,-2.910000000000000,-79.81000000000000,05/07/2021
8,costa,Guayas,4387434,Colimes,26169,4022,2846,1176,-1.550000000000000,-80.01666700000000,05/07/2021
1,sierra,Carchi,186869,San Pedro de Huaca,8931,4288,2838,1450,0.6311110000000000,-77.72527800000000,05/07/2021
7,sierra,Loja,521154,Pindal,10540,4105,2806,1299,-4.116100000000000,-80.10760000000001,05/07/2021
7,costa,El Oro,715751,Atahualpa,6436,4151,2740,1411,-2.900000000000000,-78.93333300000000,05/07/2021
8,costa,Guayas,4387434,General Antonio Elizalde,13156,4078,2712,1366,-2.200000000000000,-79.17000000000000,05/07/2021
3,sierra,Chimborazo,524004,Penipe,6955,3596,2665,931,-1.557300000000000,-78.53959999999999,05/07/2021
3,sierra,Tungurahua,590600,Patate,15825,4156,2612,1544,-1.316667000000000,-78.51666700000000,05/07/2021
3,sierra,Chimborazo,524004,Cumandá,17973,4071,2580,1491,-2.200000000000000,-79.13333299999999,05/07/2021
8,costa,Guayas,4387434,Nobol,26444,3671,2530,1141,-1.916671000000000,-80.01153900000000,05/07/2021
3,sierra,Chimborazo,524004,Pallatanga,12277,3541,2509,1032,-1.983333000000000,-78.95000000000000,05/07/2021
2,amazonia,Sucumbíos,230503,Cuyabeno,7154,3477,2508,969,-0.1288890000000000,-76.41388900000000,05/07/2021
8,costa,Guayas,4387434,Coronel Marcelino Maridueña,13132,3542,2405,1137,-2.200000000000000,-79.42000000000000,05/07/2021
6,sierra,Cañar,281396,Biblían,23741,3976,2393,1583,-2.710000000000000,-78.88000000000000,05/07/2021
8,costa,Guayas,4387434,Lomas de Sargentillo,24220,3074,2372,702,-1.883333000000000,-80.08333300000000,05/07/2021
7,amazonia,Zamora Chinchipe,120416,Yacuambi,7121,3271,2363,908,-3.634440000000000,-78.92810000000000,05/07/2021
3,sierra,Tungurahua,590600,Tisaleo,14317,2827,2340,487,-1.350000000000000,-78.66666700000000,05/07/2021
7,amazonia,Zamora Chinchipe,120416,El Pangui,10945,3199,2195,1004,-3.624900000000000,-78.58710000000001,05/07/2021
3,sierra,Tungurahua,590600,Cevallos,9936,4318,2128,2190,-1.350000000000000,-78.61666700000001,05/07/2021
6,sierra,Azuay,881394,Pucará,10584,3294,2125,1169,-3.233780000000000,-79.46120000000001,05/07/2021
3,sierra,Chimborazo,524004,Chambo,13378,3030,2090,940,-1.733333000000000,-78.58333300000000,05/07/2021
7,costa,El Oro,715751,Chilla,2379,2665,2073,592,-3.450000000000000,-79.58000000000000,05/07/2021
7,costa,El Oro,715751,Balsas,9233,2584,2072,512,-3.762600000000000,-79.82530000000000,05/07/2021
7,costa,El Oro,715751,Las Lajas,4963,2876,2065,811,-3.785000000000000,-80.06166700000000,05/07/2021
7,costa,El Oro,715751,Marcabelí,6259,3053,1983,1070,-3.786000000000000,-79.89780000000000,05/07/2021
3,sierra,Bolívar,209933,Las Naves,7428,2592,1809,783,-1.283330000000000,-79.30000000000000,05/07/2021
2,amazonia,Orellana,161338,Loreto,24579,2928,1757,1171,-0.6904000000000000,-77.30830000000000,05/07/2021
7,sierra,Loja,521154,Chaguarpamba,6620,2269,1736,533,-3.850000000000000,-79.65000000000001,05/07/2021
7,sierra,Loja,521154,Quilanga,4197,2524,1571,953,-4.298000000000000,-79.39860000000000,05/07/2021
6,sierra,Cañar,281396,El Tambo,12462,1960,1524,436,-2.508100000000000,-78.92489999999999,05/07/2021
7,amazonia,Zamora Chinchipe,120416,Palanda,10144,2004,1385,619,-4.649800000000000,-79.13209999999999,05/07/2021
3,sierra,Tungurahua,590600,Mocha,7336,1766,1344,422,-1.416667000000000,-78.66666700000000,05/07/2021
6,amazonia,Morona Santiago,196535,Palora,7719,2034,1323,711,-1.700000000000000,-77.94000000000000,05/07/2021
7,amazonia,Zamora Chinchipe,120416,Paquisha,5992,1732,1235,497,-3.932750000000000,-78.67426000000000,05/07/2021
7,sierra,Loja,521154,Sozoranga,7121,1653,1187,466,-4.327778000000000,-79.78972200000000,05/07/2021
6,amazonia,Morona Santiago,196535,Taisha,26773,1626,1154,472,-2.339950000000000,-77.45808000000000,05/07/2021
6,sierra,Azuay,881394,San Fernando,4156,1944,1124,820,-3.144500000000000,-79.25200000000000,05/07/2021
7,amazonia,Zamora Chinchipe,120416,Centinela del Cóndor,8313,1810,1106,704,-3.894910000000000,-78.78140999999999,05/07/2021
5,costa,Los Ríos,921763,Quinsaloma,20428,1501,1086,415,-1.206200000000000,-79.31450000000000,05/07/2021
6,amazonia,Morona Santiago,196535,Limón Indanza,10349,1668,1084,584,-2.966250000000000,-78.43052800000000,05/07/2021
6,amazonia,Morona Santiago,196535,Huamboya,12382,1538,1066,472,-1.785000000000000,-78.23194400000000,05/07/2021
2,amazonia,Pastaza,114202,Arajuno,8128,1349,1052,297,-1.234370000000000,-77.68750000000000,05/07/2021
6,sierra,Cañar,281396,Suscal,6516,1618,1028,590,-2.436400000000000,-79.05220000000000,05/07/2021
2,amazonia,Pastaza,114202,Santa Clara,4150,1728,1027,701,-1.267100000000000,-77.88820000000000,05/07/2021
6,sierra,Cañar,281396,Déleg,6782,2034,1005,1029,-2.772600000000000,-78.91830000000000,05/07/2021
6,sierra,Azuay,881394,Sevilla de Oro,6890,1574,918,656,-2.799833000000000,-78.65569400000000,05/07/2021
2,amazonia,Napo,133705,Carlos Julio Arosemena Tola,4466,1004,852,152,-1.166667000000000,-77.84999999999999,05/07/2021
7,amazonia,Zamora Chinchipe,120416,Nangaritza,8014,1145,770,375,-4.048333000000000,-78.68222200000000,05/07/2021
2,amazonia,Sucumbíos,230503,Putumayo,16106,846,741,105,0.1000000000000000,-75.84999999999999,05/07/2021
6,sierra,Azuay,881394,Oña,4128,1311,734,577,-3.469640000000000,-79.15431000000000,05/07/2021
6,sierra,Azuay,881394,Guachapala,3859,1264,693,571,-2.769000000000000,-78.70900000000000,05/07/2021
6,sierra,Azuay,881394,El Pan,3091,1201,655,546,-2.786111000000000,-78.66500000000001,05/07/2021
2,amazonia,Sucumbíos,230503,Cascales,15882,1012,444,568,-0.06750000000000000,-77.21694400000000,05/07/2021
6,amazonia,Morona Santiago,196535,San Juan Bosco,4985,695,430,265,-3.092300000000000,-78.51320000000000,05/07/2021
2,amazonia,Sucumbíos,230503,Sucumbíos,3811,640,416,224,0.4592000000000000,-77.52300000000000,05/07/2021
6,amazonia,Morona Santiago,196535,Logroño,7643,327,232,95,-2.624800000000000,-78.18960000000000,05/07/2021
6,amazonia,Morona Santiago,196535,Tiwintza,11041,530,205,325,-2.917670000000000,-77.80170000000000,05/07/2021
6,amazonia,Morona Santiago,196535,Pablo Sexto,2897,100,35,65,-1.803056000000000,-77.92111100000000,05/07/2021
9,sierra,Pichincha,3228233,Quito,2781641,1070146,722625,347521,-0.2186110000000000,-78.50972200000000,06/07/2021
8,costa,Guayas,4387434,Guayaquil,2723665,743550,505618,237932,-2.183333000000000,-79.88333299999999,06/07/2021
6,sierra,Azuay,881394,Cuenca,636996,263991,177028,86963,-2.897414000000000,-79.00448100000000,06/07/2021
3,sierra,Tungurahua,590600,Ambato,387309,130567,93141,37426,-1.241667000000000,-78.61972200000000,06/07/2021
7,sierra,Loja,521154,Loja,274112,132047,91109,40938,-3.983333000000000,-79.20000000000000,06/07/2021
3,sierra,Chimborazo,524004,Riobamba,264048,118096,83743,34353,-1.674347000000000,-78.64829400000001,06/07/2021
4,costa,Manabí,1562079,Portoviejo,321800,111161,80072,31089,-1.056181000000000,-80.45521700000000,06/07/2021
4,costa,Sto. Domingo Tsáchilas,511151,Santo Domingo,458580,99169,69945,29224,-0.2541670000000000,-79.17194400000000,06/07/2021
1,sierra,Imbabura,476257,Ibarra,221149,89106,63710,25396,0.3626780000000000,-78.13066700000000,06/07/2021
8,costa,Guayas,4387434,Samborondón,102404,85340,62405,22935,-2.183333000000000,-79.88333299999999,06/07/2021
7,costa,El Oro,715751,Machala,289141,88335,61867,26468,-3.266667000000000,-79.96666700000000,06/07/2021
9,sierra,Pichincha,3228233,Rumiñahui,115433,83963,60236,23727,-0.3345000000000000,-78.44750000000001,06/07/2021
4,costa,Manabí,1562079,Manta,264281,75465,54453,21012,-0.9500220000000000,-80.71620000000000,06/07/2021
3,sierra,Cotopaxi,488716,Latacunga,205624,78129,53060,25069,-0.9333330000000000,-78.61666700000001,06/07/2021
1,costa,Esmeraldas,591083,Esmeraldas,218727,60070,45530,14540,1.050000000000000,-79.20000000000000,06/07/2021
5,costa,Los Ríos,921763,Quevedo,213842,59559,43069,16490,-1.033333000000000,-79.45000000000000,06/07/2021
8,costa,Guayas,4387434,Milagro,199835,60018,42994,17024,-2.126944000000000,-79.59916699999999,06/07/2021
5,costa,Los Ríos,921763,Babahoyo,175281,48458,36081,12377,-1.800000000000000,-79.53333300000000,06/07/2021
4,costa,Manabí,1562079,Chone,131002,46483,34168,12315,-0.6833330000000000,-80.09999999999999,06/07/2021
5,costa,Santa Elena,401178,Santa Elena,188821,47054,33490,13564,-2.226700000000000,-80.85830000000000,06/07/2021
8,costa,Guayas,4387434,Durán,315724,45118,32535,12583,-2.166667000000000,-79.83333300000000,06/07/2021
1,sierra,Carchi,186869,Tulcán,102395,36760,27129,9631,0.8121800000000000,-77.71633000000000,06/07/2021
3,sierra,Bolívar,209933,Guaranda,108763,39860,26742,13118,-1.605556000000000,-79.00305600000000,06/07/2021
8,costa,Guayas,4387434,Daule,173684,36024,26291,9733,-1.866667000000000,-79.98333300000000,06/07/2021
1,sierra,Imbabura,476257,Otavalo,125785,36990,26118,10872,0.2333330000000000,-78.26666700000000,06/07/2021
6,sierra,Cañar,281396,Azogues,86276,37780,26047,11733,-2.733333000000000,-78.83333300000000,06/07/2021
9,sierra,Pichincha,3228233,Cayambe,107660,34016,24127,9889,0.04388900000000000,-78.15610000000000,06/07/2021
2,amazonia,Napo,133705,Tena,79182,30977,23615,7362,-0.9890000000000000,-77.81590000000000,06/07/2021
2,amazonia,Sucumbíos,230503,Lago Agrio,119594,28838,22913,5925,0.08472200000000001,-76.88277800000000,06/07/2021
9,sierra,Pichincha,3228233,Mejía,108167,30180,22579,7601,-0.5101000000000000,-78.56980000000000,06/07/2021
1,costa,Esmeraldas,591083,Quinindé,145879,31190,22141,9049,0.3300000000000000,-79.48000000000000,06/07/2021
5,costa,Santa Elena,401178,La Libertad,117767,28318,20684,7634,-2.233333000000000,-80.90000000000001,06/07/2021
4,costa,Manabí,1562079,Jipijapa,74645,27571,20003,7568,-1.333330000000000,-80.58329999999999,06/07/2021
4,costa,Manabí,1562079,El Carmen,111344,25706,18252,7454,-1.314700000000000,-80.01690000000001,06/07/2021
3,sierra,Cotopaxi,488716,Salcedo,67100,25287,18100,7187,-1.050000000000000,-78.58333300000000,06/07/2021
5,insular,Galápagos,33042,Santa Cruz,20302,30256,17081,13175,-0.6333330000000000,-90.36666700000001,06/07/2021
4,costa,Manabí,1562079,Sucre,62443,22599,16960,5639,-0.6000000000000000,-80.41666700000000,06/07/2021
7,costa,El Oro,715751,Santa Rosa,82171,23732,16089,7643,-3.452222000000000,-79.96166700000001,06/07/2021
2,amazonia,Orellana,161338,Orellana,93778,20329,16065,4264,-0.4666670000000000,-76.96666700000000,06/07/2021
8,costa,Guayas,4387434,Empalme,86073,21216,15334,5882,-1.046111000000000,-79.63361100000000,06/07/2021
5,costa,Los Ríos,921763,Vinces,82329,20350,14941,5409,-1.558333000000000,-79.75000000000000,06/07/2021
7,costa,El Oro,715751,Pasaje,87723,22305,14826,7479,-3.326900000000000,-79.80490000000000,06/07/2021
4,costa,Manabí,1562079,Montecristi,107785,20843,14816,6027,-1.033330000000000,-80.65000000000001,06/07/2021
3,sierra,Tungurahua,590600,Pelileo,66836,21328,14669,6659,-1.327500000000000,-78.54083300000001,06/07/2021
3,sierra,Cotopaxi,488716,Pujilí,79772,19266,14293,4973,-0.9500000000000000,-78.69000000000000,06/07/2021
1,sierra,Imbabura,476257,Cotacachi,44203,20167,14137,6030,0.3000000000000000,-78.26666700000000,06/07/2021
1,sierra,Imbabura,476257,Antonio Ante,54311,18905,13691,5214,0.3200000000000000,-78.20999999999999,06/07/2021
2,amazonia,Sucumbíos,230503,Shushufindi,57949,16858,13672,3186,-0.1871000000000000,-76.64500000000000,06/07/2021
5,costa,Los Ríos,921763,Buena Fe,83654,17302,13223,4079,-0.8985720000000000,-79.48891600000000,06/07/2021
4,costa,Manabí,1562079,Bolívar,45493,17874,13153,4721,-0.8419440000000000,-80.16194400000001,06/07/2021
6,sierra,Azuay,881394,Gualaceo,49104,19749,13080,6669,-2.900000000000000,-78.78333300000000,06/07/2021
5,costa,Santa Elena,401178,Salinas,94590,17948,12957,4991,-2.216667000000000,-80.95000000000000,06/07/2021
5,costa,Los Ríos,921763,Ventanas,75146,16833,12203,4630,-1.450000000000000,-79.47000000000000,06/07/2021
6,amazonia,Morona Santiago,196535,Morona,58281,17439,12196,5243,-2.300000000000000,-78.11666700000001,06/07/2021
2,amazonia,Pastaza,114202,Pastaza,84377,16828,12042,4786,-1.066667000000000,-78.00111099999999,06/07/2021
8,costa,Guayas,4387434,Salitre,65765,16207,11833,4374,-1.829444000000000,-79.81555600000000,06/07/2021
8,costa,Guayas,4387434,Naranjal,95052,16367,11829,4538,-2.672800000000000,-79.61499999999999,06/07/2021
3,sierra,Chimborazo,524004,Guano,48395,17095,11756,5339,-1.583333000000000,-78.63333299999999,06/07/2021
6,sierra,Cañar,281396,Cañar,68747,16790,11307,5483,-2.483700000000000,-78.97839999999999,06/07/2021
4,costa,Manabí,1562079,Santa Ana,48152,16755,11241,5514,-1.206900000000000,-80.37090000000001,06/07/2021
7,costa,El Oro,715751,Piñas,30206,14471,10550,3921,-3.666667000000000,-79.65000000000001,06/07/2021
8,costa,Guayas,4387434,Playas,59628,13868,10454,3414,-2.623330000000000,-80.38750000000000,06/07/2021
8,costa,Guayas,4387434,San Jacinto De Yaguachi,78204,14881,10411,4470,-2.120000000000000,-79.69000000000000,06/07/2021
1,sierra,Carchi,186869,Montúfar,34229,13982,10141,3841,0.6100000000000000,-77.84000000000000,06/07/2021
1,costa,Esmeraldas,591083,Atacames,55495,13753,9859,3894,0.8666670000000000,-79.83333300000000,06/07/2021
4,costa,Manabí,1562079,Jaramijó,28439,13328,9766,3562,-0.9487300000000000,-80.63630000000001,06/07/2021
6,sierra,Azuay,881394,Paute,29214,13304,9592,3712,-2.781800000000000,-78.76000000000001,06/07/2021
8,costa,Guayas,4387434,Balzar,60260,14080,9569,4511,-1.360000000000000,-79.90000000000001,06/07/2021
5,insular,Galápagos,33042,San Cristóbal,9667,16226,9407,6819,-0.8000000000000000,-89.40000000000001,06/07/2021
3,sierra,Bolívar,209933,San Miguel,29004,14132,9316,4816,-1.700000000000000,-79.03333300000000,06/07/2021
7,costa,El Oro,715751,El Guabo,63645,13320,9310,4010,-3.238800000000000,-79.82920000000000,06/07/2021
9,sierra,Pichincha,3228233,Pedro Moncayo,43281,12205,9198,3007,0.04369700000000000,-78.34923999999999,06/07/2021
1,costa,Esmeraldas,591083,Eloy Alfaro,45629,12376,9190,3186,1.250000000000000,-79,06/07/2021
7,costa,El Oro,715751,Zaruma,25654,13225,9164,4061,-3.433333000000000,-79.59999999999999,06/07/2021
4,costa,Sto. Domingo Tsáchilas,511151,La Concordia,52571,12993,9099,3894,0.002300000000000000,-79.38460000000001,06/07/2021
5,costa,Los Ríos,921763,Valencia,54637,12006,8879,3127,-0.9525000000000000,-79.35310000000000,06/07/2021
4,costa,Manabí,1562079,Rocafuerte,37312,12371,8872,3499,-0.9200000000000000,-80.45999999999999,06/07/2021
3,sierra,Chimborazo,524004,Alausí,45054,12855,8868,3987,-2.200000000000000,-78.84999999999999,06/07/2021
6,sierra,Cañar,281396,La Troncal,76872,13495,8823,4672,-2.400000000000000,-79.33000000000000,06/07/2021
7,sierra,Loja,521154,Catamayo,35961,13079,8803,4276,-3.980000000000000,-79.34999999999999,06/07/2021
3,sierra,Tungurahua,590600,Píllaro,43371,12976,8501,4475,-1.175833000000000,-78.55527800000000,06/07/2021
4,costa,Manabí,1562079,Veinticuatro de Mayo,28514,11994,8316,3678,-1.278889000000000,-80.42000000000000,06/07/2021
1,costa,Esmeraldas,591083,San Lorenzo,62772,11026,8226,2800,1.265800000000000,-78.84139999999999,06/07/2021
7,costa,El Oro,715751,Huaquillas,60440,11912,8196,3716,-3.481380000000000,-80.24320700000000,06/07/2021
4,costa,Manabí,1562079,Tosagua,42297,10815,8111,2704,-0.7800000000000000,-80.26000000000001,06/07/2021
7,sierra,Loja,521154,Calvas,29565,11907,7820,4087,-4.320000000000000,-79.56000000000000,06/07/2021
8,costa,Guayas,4387434,Pedro Carbo,51802,10630,7675,2955,-1.833333000000000,-80.23333300000000,06/07/2021
6,sierra,Azuay,881394,Santa Isabel,20935,11099,7514,3585,-3.274170000000000,-79.31560000000000,06/07/2021
4,costa,Manabí,1562079,Pedernales,63441,9104,7437,1667,0.07010000000000000,-80.05360000000000,06/07/2021
7,costa,El Oro,715751,Arenillas,33473,10668,7384,3284,-3.550000000000000,-80.06000000000000,06/07/2021
3,sierra,Cotopaxi,488716,La Maná,56905,10638,7364,3274,-0.9300000000000000,-79.22000000000000,06/07/2021
3,sierra,Tungurahua,590600,Baños,25043,10020,7257,2763,-1.396389000000000,-78.42472200000000,06/07/2021
3,sierra,Chimborazo,524004,Colta,44838,9501,7148,2353,-1.700000000000000,-78.75000000000000,06/07/2021
8,costa,Guayas,4387434,El Triunfo,59636,9931,7128,2803,-2.330000000000000,-79.40000000000001,06/07/2021
3,sierra,Tungurahua,590600,Quero,20627,9030,7000,2030,-1.379300000000000,-78.60700000000000,06/07/2021
4,costa,Manabí,1562079,Paján,37093,9298,6947,2351,-1.570000000000000,-80.42000000000000,06/07/2021
5,costa,Los Ríos,921763,Mocache,43316,9586,6925,2661,-1.183850000000000,-79.50552999999999,06/07/2021
7,sierra,Loja,521154,Saraguro,33506,10311,6849,3462,-3.625300000000000,-79.24110000000000,06/07/2021
7,sierra,Loja,521154,Paltas,23471,10918,6823,4095,-4.050000000000000,-79.65000000000001,06/07/2021
7,amazonia,Zamora Chinchipe,120416,Zamora,32761,9765,6579,3186,-4.120000000000000,-78.80000000000000,06/07/2021
8,costa,Guayas,4387434,Naranjito,43862,9101,6525,2576,-2.173000000000000,-79.46710000000000,06/07/2021
5,costa,Los Ríos,921763,Baba,43429,8692,6311,2381,-1.784167000000000,-79.67666699999999,06/07/2021
6,sierra,Azuay,881394,Sígsig,30509,9330,6307,3023,-3.089700000000000,-78.80320000000000,06/07/2021
7,sierra,Loja,521154,Macará,20269,9762,6159,3603,-4.383333000000000,-79.95000000000000,06/07/2021
7,costa,El Oro,715751,Portovelo,14028,8240,6127,2113,-3.720000000000000,-79.62000000000000,06/07/2021
1,sierra,Carchi,186869,Espejo,13817,8441,6117,2324,0.6210000000000000,-77.94000000000000,06/07/2021
5,costa,Los Ríos,921763,Urdaneta,32618,8557,6109,2448,-1.570556000000000,-79.47111099999999,06/07/2021
5,costa,Los Ríos,921763,Puebloviejo,44725,8240,6037,2203,-1.550000000000000,-79.53388900000000,06/07/2021
2,amazonia,Orellana,161338,La Joya de los Sachas,39352,8263,6009,2254,-0.3000000000000000,-76.84999999999999,06/07/2021
1,sierra,Carchi,186869,Mira,11969,8244,5963,2281,0.5538999999999999,-78.04930000000000,06/07/2021
6,amazonia,Morona Santiago,196535,Gualaquiza,19555,8260,5834,2426,-3.380000000000000,-78.58000000000000,06/07/2021
3,sierra,Bolívar,209933,Chillanes,16850,7690,5615,2075,-1.933333000000000,-79.06666700000000,06/07/2021
3,sierra,Cotopaxi,488716,Saquisilí,31426,8198,5518,2680,-0.8300000000000000,-78.67000000000000,06/07/2021
9,sierra,Pichincha,3228233,Puerto Quito,24911,7458,5504,1954,0.1170000000000000,-79.26400000000000,06/07/2021
4,costa,Manabí,1562079,Junín,18820,8018,5478,2540,-0.9291600000000000,-80.20569000000000,06/07/2021
9,sierra,Pichincha,3228233,San Miguel de Los Bancos,29969,6770,5429,1341,0.02300000000000000,-78.89200000000000,06/07/2021
7,sierra,Loja,521154,Puyango,15925,8174,5395,2779,-3.870000000000000,-80.09000000000000,06/07/2021
8,costa,Guayas,4387434,Santa Lucía,45004,7301,5273,2028,-1.713889000000000,-79.98500000000000,06/07/2021
5,costa,Los Ríos,921763,Montalvo,28720,7086,5238,1848,-1.793800000000000,-79.28570000000001,06/07/2021
4,costa,Manabí,1562079,Flavio Alfaro,23822,7148,5225,1923,-0.4054000000000000,-79.90580000000000,06/07/2021
6,sierra,Azuay,881394,Camilo Ponce Enríquez,36423,7298,5192,2106,-3.050000000000000,-79.73333300000000,06/07/2021
4,costa,Manabí,1562079,Pichincha,29599,6724,5189,1535,-1.047300000000000,-79.81860000000000,06/07/2021
4,costa,Manabí,1562079,San Vicente,24799,7196,5029,2167,-0.5893000000000000,-80.40880000000000,06/07/2021
3,sierra,Chimborazo,524004,Guamote,58291,6758,4937,1821,-1.933333000000000,-78.71666700000000,06/07/2021
2,amazonia,Pastaza,114202,Mera,17547,7856,4936,2920,-1.460000000000000,-78.09000000000000,06/07/2021
7,amazonia,Zamora Chinchipe,120416,Yantzaza,26447,7256,4839,2417,-3.850000000000000,-78.75000000000000,06/07/2021
8,costa,Guayas,4387434,Simón Bolivar,32224,6268,4676,1592,-2.156667000000000,-79.88750000000000,06/07/2021
3,sierra,Cotopaxi,488716,Pangua,24612,7225,4667,2558,-1.133333000000000,-79.06666700000000,06/07/2021
7,sierra,Loja,521154,Espíndola,14209,7224,4651,2573,-4.583056000000000,-79.42694400000001,06/07/2021
4,costa,Manabí,1562079,Jama,26116,6618,4641,1977,-0.2014000000000000,-80.26590000000000,06/07/2021
7,sierra,Loja,521154,Gonzanamá,10953,6825,4553,2272,-4.231389000000000,-79.43527800000000,06/07/2021
3,sierra,Bolívar,209933,Caluma,16429,6687,4500,2187,-1.633330000000000,-79.25000000000000,06/07/2021
4,costa,Manabí,1562079,Puerto López,24688,5730,4358,1372,-1.566667000000000,-80.81666700000000,06/07/2021
3,sierra,Cotopaxi,488716,Sigchos,23277,6775,4339,2436,-0.7000000000000000,-78.88333299999999,06/07/2021
3,sierra,Bolívar,209933,Chimbo,17378,6566,4316,2250,-1.700000000000000,-79.01666700000000,06/07/2021
3,sierra,Bolívar,209933,Echeandía,14081,6566,4308,2258,-1.433330000000000,-79.26667000000000,06/07/2021
2,amazonia,Napo,133705,Quijos,6847,5548,4279,1269,-0.4636110000000000,-77.89277800000001,06/07/2021
2,amazonia,Sucumbíos,230503,Gonzalo Pizarro,10007,5771,4240,1531,0.04700000000000000,-77.32280000000000,06/07/2021
6,sierra,Azuay,881394,Nabón,17292,6064,4173,1891,-3.336060000000000,-79.06368000000001,06/07/2021
2,amazonia,Napo,133705,Archidona,33068,5542,4091,1451,-0.9166670000000000,-77.78333300000000,06/07/2021
1,costa,Esmeraldas,591083,Rioverde,31475,4797,4019,778,1.060200000000000,-79.40440000000000,06/07/2021
8,costa,Guayas,4387434,Isidro Ayora,14582,5485,3962,1523,-1.883333000000000,-80.16666700000000,06/07/2021
6,amazonia,Morona Santiago,196535,Sucúa,23823,5948,3895,2053,-2.460000000000000,-78.17000000000000,06/07/2021
1,sierra,Imbabura,476257,San Miguel de Urcuquí,17540,5092,3893,1199,0.5200000000000000,-78.20000000000000,06/07/2021
7,sierra,Loja,521154,Zapotillo,14325,5572,3881,1691,-4.386360000000000,-80.24360000000000,06/07/2021
1,costa,Esmeraldas,591083,Muisne,31106,5209,3832,1377,0.6067000000000000,-80.01830000000000,06/07/2021
2,amazonia,Napo,133705,El Chaco,10142,4710,3735,975,-0.3402780000000000,-77.80888899999999,06/07/2021
7,amazonia,Zamora Chinchipe,120416,Chinchipe,10679,5107,3651,1456,-4.862800000000000,-79.13280000000000,06/07/2021
8,costa,Guayas,4387434,Alfredo Baquerizo Moreno,32110,5202,3633,1569,-1.916667000000000,-79.51666700000000,06/07/2021
2,amazonia,Orellana,161338,Aguarico,3629,4122,3609,513,-0.9211110000000000,-75.39916700000001,06/07/2021
7,sierra,Loja,521154,Celica,16160,5341,3571,1770,-4.102500000000000,-79.95444400000000,06/07/2021
9,sierra,Pichincha,3228233,Pedro Vicente Maldonado,17171,4919,3565,1354,0.1666670000000000,-79,06/07/2021
1,sierra,Imbabura,476257,Pimampiro,13269,4568,3417,1151,0.4000000000000000,-77.97000000000000,06/07/2021
6,sierra,Azuay,881394,Girón,13037,4889,3350,1539,-3.159028000000000,-79.14756800000001,06/07/2021
3,sierra,Chimborazo,524004,Chunchi,12795,4978,3288,1690,-2.283333000000000,-78.91666700000000,06/07/2021
