provincia,total,acumuladas,lat,lng,created_at
Loja,9,625,-3.983333000000000,-79.20000000000000,10/04/2016
Los Ríos,6,990,-1.800000000000000,-79.53333300000000,10/04/2016
Manabí,10,1737,-1.056181000000000,-80.45521700000000,10/04/2016
Morona Santiago,1,133,-2.300000000000000,-78.11666700000001,10/04/2016
Napo,0,89,-0.9890000000000000,-77.81590000000000,10/04/2016
Orellana,0,106,-0.4666670000000000,-76.96666700000000,10/04/2016
Otro,0,1,0,0,10/04/2016
Pastaza,1,95,-1.066667000000000,-78.00111099999999,10/04/2016
Pichincha,44,3239,-0.2186110000000000,-78.50972200000000,10/04/2016
Santa Elena,2,344,-2.226700000000000,-80.85830000000000,10/04/2016
Sto. Domingo Tsáchilas,5,548,-0.2541670000000000,-79.17194400000000,10/04/2016
Sucumbíos,1,158,0.08472200000000002,-76.88277800000000,10/04/2016
Tungurahua,9,759,-1.241667000000000,-78.61972200000000,10/04/2016
Zamora Chinchipe,1,51,-4.120000000000000,-78.80000000000000,10/04/2016
Azuay,9,1070,-2.897414000000000,-79.00448100000000,11/04/2016
Bolívar,3,214,-1.605556000000000,-79.00305600000000,11/04/2016
Carchi,2,182,0.8121800000000000,-77.71633000000000,11/04/2016
Cañar,3,286,-2.733333000000000,-78.83333300000000,11/04/2016
Chimborazo,8,608,-1.674347000000000,-78.64829400000001,11/04/2016
Cotopaxi,5,472,-0.9333330000000000,-78.61666700000001,11/04/2016
El Oro,6,747,-3.266667000000000,-79.96666700000000,11/04/2016
Esmeraldas,4,453,1.050000000000000,-79.20000000000000,11/04/2016
Galápagos,0,10,-0.7999999999999999,-89.40000000000001,11/04/2016
Guayas,47,5992,-2.183333000000000,-79.88333299999999,11/04/2016
Imbabura,7,503,0.3626780000000000,-78.13066700000000,11/04/2016
Loja,8,633,-3.983333000000000,-79.20000000000000,11/04/2016
Los Ríos,7,997,-1.800000000000000,-79.53333300000000,11/04/2016
Manabí,21,1758,-1.056181000000000,-80.45521700000000,11/04/2016
Morona Santiago,0,133,-2.300000000000000,-78.11666700000001,11/04/2016
Napo,2,91,-0.9890000000000000,-77.81590000000000,11/04/2016
Orellana,2,108,-0.4666670000000000,-76.96666700000000,11/04/2016
Otro,0,1,0,0,11/04/2016
Pastaza,0,95,-1.066667000000000,-78.00111099999999,11/04/2016
Pichincha,40,3279,-0.2186110000000000,-78.50972200000000,11/04/2016
Santa Elena,3,347,-2.226700000000000,-80.85830000000000,11/04/2016
Sto. Domingo Tsáchilas,6,554,-0.2541670000000000,-79.17194400000000,11/04/2016
Sucumbíos,2,160,0.08472200000000002,-76.88277800000000,11/04/2016
Tungurahua,7,766,-1.241667000000000,-78.61972200000000,11/04/2016
Zamora Chinchipe,2,53,-4.120000000000000,-78.80000000000000,11/04/2016
Azuay,11,1081,-2.897414000000000,-79.00448100000000,12/04/2016
Bolívar,2,216,-1.605556000000000,-79.00305600000000,12/04/2016
Carchi,4,186,0.8121800000000000,-77.71633000000000,12/04/2016
Cañar,2,288,-2.733333000000000,-78.83333300000000,12/04/2016
Chimborazo,8,616,-1.674347000000000,-78.64829400000001,12/04/2016
Cotopaxi,0,472,-0.9333330000000000,-78.61666700000001,12/04/2016
El Oro,15,762,-3.266667000000000,-79.96666700000000,12/04/2016
Esmeraldas,3,456,1.050000000000000,-79.20000000000000,12/04/2016
Galápagos,0,10,-0.7999999999999999,-89.40000000000001,12/04/2016
Guayas,64,6056,-2.183333000000000,-79.88333299999999,12/04/2016
Imbabura,10,513,0.3626780000000000,-78.13066700000000,12/04/2016
Loja,8,641,-3.983333000000000,-79.20000000000000,12/04/2016
Los Ríos,3,1000,-1.800000000000000,-79.53333300000000,12/04/2016
Manabí,22,1780,-1.056181000000000,-80.45521700000000,12/04/2016
Morona Santiago,1,134,-2.300000000000000,-78.11666700000001,12/04/2016
Napo,0,91,-0.9890000000000000,-77.81590000000000,12/04/2016
Orellana,0,108,-0.4666670000000000,-76.96666700000000,12/04/2016
Otro,0,1,0,0,12/04/2016
Pastaza,1,96,-1.066667000000000,-78.00111099999999,12/04/2016
Pichincha,34,3313,-0.2186110000000000,-78.50972200000000,12/04/2016
Santa Elena,2,349,-2.226700000000000,-80.85830000000000,12/04/2016
Sto. Domingo Tsáchilas,7,561,-0.2541670000000000,-79.17194400000000,12/04/2016
Sucumbíos,1,161,0.08472200000000002,-76.88277800000000,12/04/2016
Tungurahua,7,773,-1.241667000000000,-78.61972200000000,12/04/2016
Zamora Chinchipe,0,53,-4.120000000000000,-78.80000000000000,12/04/2016
Azuay,4,1085,-2.897414000000000,-79.00448100000000,13/04/2016
Bolívar,4,220,-1.605556000000000,-79.00305600000000,13/04/2016
Carchi,0,186,0.8121800000000000,-77.71633000000000,13/04/2016
Cañar,2,290,-2.733333000000000,-78.83333300000000,13/04/2016
Chimborazo,3,619,-1.674347000000000,-78.64829400000001,13/04/2016
Cotopaxi,5,477,-0.9333330000000000,-78.61666700000001,13/04/2016
El Oro,5,767,-3.266667000000000,-79.96666700000000,13/04/2016
Esmeraldas,4,460,1.050000000000000,-79.20000000000000,13/04/2016
Galápagos,0,10,-0.7999999999999999,-89.40000000000001,13/04/2016
Guayas,61,6117,-2.183333000000000,-79.88333299999999,13/04/2016
Imbabura,6,519,0.3626780000000000,-78.13066700000000,13/04/2016
Loja,4,645,-3.983333000000000,-79.20000000000000,13/04/2016
Los Ríos,11,1011,-1.800000000000000,-79.53333300000000,13/04/2016
Manabí,19,1799,-1.056181000000000,-80.45521700000000,13/04/2016
Morona Santiago,0,134,-2.300000000000000,-78.11666700000001,13/04/2016
Napo,3,94,-0.9890000000000000,-77.81590000000000,13/04/2016
Orellana,3,111,-0.4666670000000000,-76.96666700000000,13/04/2016
Otro,0,1,0,0,13/04/2016
Pastaza,0,96,-1.066667000000000,-78.00111099999999,13/04/2016
Pichincha,40,3353,-0.2186110000000000,-78.50972200000000,13/04/2016
Santa Elena,2,351,-2.226700000000000,-80.85830000000000,13/04/2016
Sto. Domingo Tsáchilas,8,569,-0.2541670000000000,-79.17194400000000,13/04/2016
Sucumbíos,3,164,0.08472200000000002,-76.88277800000000,13/04/2016
Tungurahua,5,778,-1.241667000000000,-78.61972200000000,13/04/2016
Zamora Chinchipe,2,55,-4.120000000000000,-78.80000000000000,13/04/2016
Azuay,15,1100,-2.897414000000000,-79.00448100000000,14/04/2016
Bolívar,2,222,-1.605556000000000,-79.00305600000000,14/04/2016
Carchi,6,192,0.8121800000000000,-77.71633000000000,14/04/2016
Cañar,0,290,-2.733333000000000,-78.83333300000000,14/04/2016
Chimborazo,4,623,-1.674347000000000,-78.64829400000001,14/04/2016
Cotopaxi,2,479,-0.9333330000000000,-78.61666700000001,14/04/2016
El Oro,16,783,-3.266667000000000,-79.96666700000000,14/04/2016
Esmeraldas,1,461,1.050000000000000,-79.20000000000000,14/04/2016
Galápagos,1,11,-0.7999999999999999,-89.40000000000001,14/04/2016
Guayas,47,6164,-2.183333000000000,-79.88333299999999,14/04/2016
Imbabura,2,521,0.3626780000000000,-78.13066700000000,14/04/2016
Loja,5,650,-3.983333000000000,-79.20000000000000,14/04/2016
Los Ríos,6,1017,-1.800000000000000,-79.53333300000000,14/04/2016
Manabí,15,1814,-1.056181000000000,-80.45521700000000,14/04/2016
Morona Santiago,0,134,-2.300000000000000,-78.11666700000001,14/04/2016
Napo,3,97,-0.9890000000000000,-77.81590000000000,14/04/2016
Orellana,0,111,-0.4666670000000000,-76.96666700000000,14/04/2016
Otro,0,1,0,0,14/04/2016
Pastaza,1,97,-1.066667000000000,-78.00111099999999,14/04/2016
Pichincha,32,3385,-0.2186110000000000,-78.50972200000000,14/04/2016
Santa Elena,4,355,-2.226700000000000,-80.85830000000000,14/04/2016
Sto. Domingo Tsáchilas,7,576,-0.2541670000000000,-79.17194400000000,14/04/2016
Sucumbíos,0,164,0.08472200000000002,-76.88277800000000,14/04/2016
Tungurahua,7,785,-1.241667000000000,-78.61972200000000,14/04/2016
Zamora Chinchipe,1,56,-4.120000000000000,-78.80000000000000,14/04/2016
Azuay,15,1115,-2.897414000000000,-79.00448100000000,15/04/2016
Bolívar,3,225,-1.605556000000000,-79.00305600000000,15/04/2016
Carchi,1,193,0.8121800000000000,-77.71633000000000,15/04/2016
Cañar,6,296,-2.733333000000000,-78.83333300000000,15/04/2016
Chimborazo,10,633,-1.674347000000000,-78.64829400000001,15/04/2016
Cotopaxi,4,483,-0.9333330000000000,-78.61666700000001,15/04/2016
El Oro,7,790,-3.266667000000000,-79.96666700000000,15/04/2016
Esmeraldas,6,467,1.050000000000000,-79.20000000000000,15/04/2016
Galápagos,0,11,-0.7999999999999999,-89.40000000000001,15/04/2016
Guayas,43,6207,-2.183333000000000,-79.88333299999999,15/04/2016
Imbabura,7,528,0.3626780000000000,-78.13066700000000,15/04/2016
Loja,9,659,-3.983333000000000,-79.20000000000000,15/04/2016
Los Ríos,5,1022,-1.800000000000000,-79.53333300000000,15/04/2016
Manabí,10,1824,-1.056181000000000,-80.45521700000000,15/04/2016
Morona Santiago,0,134,-2.300000000000000,-78.11666700000001,15/04/2016
Napo,1,98,-0.9890000000000000,-77.81590000000000,15/04/2016
Orellana,0,111,-0.4666670000000000,-76.96666700000000,15/04/2016
Otro,0,1,0,0,15/04/2016
Pastaza,1,98,-1.066667000000000,-78.00111099999999,15/04/2016
Pichincha,32,3417,-0.2186110000000000,-78.50972200000000,15/04/2016
Santa Elena,4,359,-2.226700000000000,-80.85830000000000,15/04/2016
Sto. Domingo Tsáchilas,3,579,-0.2541670000000000,-79.17194400000000,15/04/2016
Sucumbíos,2,166,0.08472200000000002,-76.88277800000000,15/04/2016
Tungurahua,5,790,-1.241667000000000,-78.61972200000000,15/04/2016
Zamora Chinchipe,0,56,-4.120000000000000,-78.80000000000000,15/04/2016
Azuay,8,1123,-2.897414000000000,-79.00448100000000,16/04/2016
Bolívar,2,227,-1.605556000000000,-79.00305600000000,16/04/2016
Carchi,4,197,0.8121800000000000,-77.71633000000000,16/04/2016
Cañar,4,300,-2.733333000000000,-78.83333300000000,16/04/2016
Chimborazo,9,642,-1.674347000000000,-78.64829400000001,16/04/2016
Cotopaxi,6,489,-0.9333330000000000,-78.61666700000001,16/04/2016
El Oro,5,795,-3.266667000000000,-79.96666700000000,16/04/2016
Esmeraldas,6,473,1.050000000000000,-79.20000000000000,16/04/2016
Galápagos,0,11,-0.7999999999999999,-89.40000000000001,16/04/2016
Guayas,60,6267,-2.183333000000000,-79.88333299999999,16/04/2016
Imbabura,5,533,0.3626780000000000,-78.13066700000000,16/04/2016
Loja,5,664,-3.983333000000000,-79.20000000000000,16/04/2016
Los Ríos,11,1033,-1.800000000000000,-79.53333300000000,16/04/2016
Manabí,605,2429,-1.056181000000000,-80.45521700000000,16/04/2016
Morona Santiago,0,134,-2.300000000000000,-78.11666700000001,16/04/2016
Napo,2,100,-0.9890000000000000,-77.81590000000000,16/04/2016
Orellana,0,111,-0.4666670000000000,-76.96666700000000,16/04/2016
Otro,0,1,0,0,16/04/2016
Pastaza,3,101,-1.066667000000000,-78.00111099999999,16/04/2016
Pichincha,43,3460,-0.2186110000000000,-78.50972200000000,16/04/2016
Santa Elena,3,362,-2.226700000000000,-80.85830000000000,16/04/2016
Sto. Domingo Tsáchilas,8,587,-0.2541670000000000,-79.17194400000000,16/04/2016
Sucumbíos,5,171,0.08472200000000002,-76.88277800000000,16/04/2016
Tungurahua,4,794,-1.241667000000000,-78.61972200000000,16/04/2016
Zamora Chinchipe,0,56,-4.120000000000000,-78.80000000000000,16/04/2016
Azuay,14,1137,-2.897414000000000,-79.00448100000000,17/04/2016
Bolívar,5,232,-1.605556000000000,-79.00305600000000,17/04/2016
Carchi,2,199,0.8121800000000000,-77.71633000000000,17/04/2016
Cañar,5,305,-2.733333000000000,-78.83333300000000,17/04/2016
Chimborazo,11,653,-1.674347000000000,-78.64829400000001,17/04/2016
Cotopaxi,4,493,-0.9333330000000000,-78.61666700000001,17/04/2016
El Oro,16,811,-3.266667000000000,-79.96666700000000,17/04/2016
Esmeraldas,4,477,1.050000000000000,-79.20000000000000,17/04/2016
Galápagos,0,11,-0.7999999999999999,-89.40000000000001,17/04/2016
Guayas,53,6320,-2.183333000000000,-79.88333299999999,17/04/2016
Imbabura,9,542,0.3626780000000000,-78.13066700000000,17/04/2016
Loja,8,672,-3.983333000000000,-79.20000000000000,17/04/2016
Los Ríos,5,1038,-1.800000000000000,-79.53333300000000,17/04/2016
Manabí,52,2481,-1.056181000000000,-80.45521700000000,17/04/2016
Morona Santiago,2,136,-2.300000000000000,-78.11666700000001,17/04/2016
Napo,0,100,-0.9890000000000000,-77.81590000000000,17/04/2016
Orellana,2,113,-0.4666670000000000,-76.96666700000000,17/04/2016
Otro,0,1,0,0,17/04/2016
Pastaza,0,101,-1.066667000000000,-78.00111099999999,17/04/2016
Pichincha,32,3492,-0.2186110000000000,-78.50972200000000,17/04/2016
Santa Elena,0,362,-2.226700000000000,-80.85830000000000,17/04/2016
Sto. Domingo Tsáchilas,4,591,-0.2541670000000000,-79.17194400000000,17/04/2016
Sucumbíos,1,172,0.08472200000000002,-76.88277800000000,17/04/2016
Tungurahua,8,802,-1.241667000000000,-78.61972200000000,17/04/2016
Zamora Chinchipe,1,57,-4.120000000000000,-78.80000000000000,17/04/2016
Azuay,13,1150,-2.897414000000000,-79.00448100000000,18/04/2016
Bolívar,4,236,-1.605556000000000,-79.00305600000000,18/04/2016
Carchi,3,202,0.8121800000000000,-77.71633000000000,18/04/2016
Cañar,3,308,-2.733333000000000,-78.83333300000000,18/04/2016
Chimborazo,5,658,-1.674347000000000,-78.64829400000001,18/04/2016
Cotopaxi,5,498,-0.9333330000000000,-78.61666700000001,18/04/2016
El Oro,11,822,-3.266667000000000,-79.96666700000000,18/04/2016
Esmeraldas,1,478,1.050000000000000,-79.20000000000000,18/04/2016
Galápagos,0,11,-0.7999999999999999,-89.40000000000001,18/04/2016
Guayas,54,6374,-2.183333000000000,-79.88333299999999,18/04/2016
Imbabura,4,546,0.3626780000000000,-78.13066700000000,18/04/2016
Loja,3,675,-3.983333000000000,-79.20000000000000,18/04/2016
Los Ríos,6,1044,-1.800000000000000,-79.53333300000000,18/04/2016
Manabí,21,2502,-1.056181000000000,-80.45521700000000,18/04/2016
Morona Santiago,1,137,-2.300000000000000,-78.11666700000001,18/04/2016
Napo,2,102,-0.9890000000000000,-77.81590000000000,18/04/2016
Orellana,1,114,-0.4666670000000000,-76.96666700000000,18/04/2016
Otro,0,1,0,0,18/04/2016
Pastaza,0,101,-1.066667000000000,-78.00111099999999,18/04/2016
Pichincha,42,3534,-0.2186110000000000,-78.50972200000000,18/04/2016
Santa Elena,5,367,-2.226700000000000,-80.85830000000000,18/04/2016
Sto. Domingo Tsáchilas,3,594,-0.2541670000000000,-79.17194400000000,18/04/2016
Sucumbíos,2,174,0.08472200000000002,-76.88277800000000,18/04/2016
Tungurahua,5,807,-1.241667000000000,-78.61972200000000,18/04/2016
Zamora Chinchipe,1,58,-4.120000000000000,-78.80000000000000,18/04/2016
Azuay,13,1163,-2.897414000000000,-79.00448100000000,19/04/2016
Bolívar,4,240,-1.605556000000000,-79.00305600000000,19/04/2016
Carchi,3,205,0.8121800000000000,-77.71633000000000,19/04/2016
Cañar,0,308,-2.733333000000000,-78.83333300000000,19/04/2016
Chimborazo,5,663,-1.674347000000000,-78.64829400000001,19/04/2016
Cotopaxi,5,503,-0.9333330000000000,-78.61666700000001,19/04/2016
El Oro,8,830,-3.266667000000000,-79.96666700000000,19/04/2016
Esmeraldas,4,482,1.050000000000000,-79.20000000000000,19/04/2016
Galápagos,0,11,-0.7999999999999999,-89.40000000000001,19/04/2016
Guayas,53,6427,-2.183333000000000,-79.88333299999999,19/04/2016
Imbabura,3,549,0.3626780000000000,-78.13066700000000,19/04/2016
Loja,7,682,-3.983333000000000,-79.20000000000000,19/04/2016
Los Ríos,10,1054,-1.800000000000000,-79.53333300000000,19/04/2016
Manabí,18,2520,-1.056181000000000,-80.45521700000000,19/04/2016
Morona Santiago,1,138,-2.300000000000000,-78.11666700000001,19/04/2016
Napo,0,102,-0.9890000000000000,-77.81590000000000,19/04/2016
Orellana,0,114,-0.4666670000000000,-76.96666700000000,19/04/2016
Otro,0,1,0,0,19/04/2016
Pastaza,1,102,-1.066667000000000,-78.00111099999999,19/04/2016
Pichincha,36,3570,-0.2186110000000000,-78.50972200000000,19/04/2016
Santa Elena,5,372,-2.226700000000000,-80.85830000000000,19/04/2016
Sto. Domingo Tsáchilas,5,599,-0.2541670000000000,-79.17194400000000,19/04/2016
Sucumbíos,1,175,0.08472200000000002,-76.88277800000000,19/04/2016
Tungurahua,7,814,-1.241667000000000,-78.61972200000000,19/04/2016
Zamora Chinchipe,1,59,-4.120000000000000,-78.80000000000000,19/04/2016
Azuay,10,1173,-2.897414000000000,-79.00448100000000,20/04/2016
Bolívar,1,241,-1.605556000000000,-79.00305600000000,20/04/2016
Carchi,3,208,0.8121800000000000,-77.71633000000000,20/04/2016
Cañar,2,310,-2.733333000000000,-78.83333300000000,20/04/2016
Chimborazo,6,669,-1.674347000000000,-78.64829400000001,20/04/2016
Cotopaxi,3,506,-0.9333330000000000,-78.61666700000001,20/04/2016
El Oro,6,836,-3.266667000000000,-79.96666700000000,20/04/2016
Esmeraldas,2,484,1.050000000000000,-79.20000000000000,20/04/2016
Galápagos,0,11,-0.7999999999999999,-89.40000000000001,20/04/2016
Guayas,57,6484,-2.183333000000000,-79.88333299999999,20/04/2016
Imbabura,2,551,0.3626780000000000,-78.13066700000000,20/04/2016
Loja,4,686,-3.983333000000000,-79.20000000000000,20/04/2016
Los Ríos,10,1064,-1.800000000000000,-79.53333300000000,20/04/2016
Manabí,12,2532,-1.056181000000000,-80.45521700000000,20/04/2016
Morona Santiago,1,139,-2.300000000000000,-78.11666700000001,20/04/2016
Napo,1,103,-0.9890000000000000,-77.81590000000000,20/04/2016
Orellana,3,117,-0.4666670000000000,-76.96666700000000,20/04/2016
Otro,0,1,0,0,20/04/2016
Pastaza,1,103,-1.066667000000000,-78.00111099999999,20/04/2016
Pichincha,35,3605,-0.2186110000000000,-78.50972200000000,20/04/2016
Santa Elena,2,374,-2.226700000000000,-80.85830000000000,20/04/2016
Sto. Domingo Tsáchilas,4,603,-0.2541670000000000,-79.17194400000000,20/04/2016
Sucumbíos,1,176,0.08472200000000002,-76.88277800000000,20/04/2016
Tungurahua,8,822,-1.241667000000000,-78.61972200000000,20/04/2016
Zamora Chinchipe,0,59,-4.120000000000000,-78.80000000000000,20/04/2016
Azuay,5,1178,-2.897414000000000,-79.00448100000000,21/04/2016
Bolívar,5,246,-1.605556000000000,-79.00305600000000,21/04/2016
Carchi,1,209,0.8121800000000000,-77.71633000000000,21/04/2016
Cañar,0,310,-2.733333000000000,-78.83333300000000,21/04/2016
Chimborazo,4,673,-1.674347000000000,-78.64829400000001,21/04/2016
Cotopaxi,6,512,-0.9333330000000000,-78.61666700000001,21/04/2016
El Oro,4,840,-3.266667000000000,-79.96666700000000,21/04/2016
Esmeraldas,4,488,1.050000000000000,-79.20000000000000,21/04/2016
Galápagos,0,11,-0.7999999999999999,-89.40000000000001,21/04/2016
Guayas,57,6541,-2.183333000000000,-79.88333299999999,21/04/2016
Imbabura,5,556,0.3626780000000000,-78.13066700000000,21/04/2016
Loja,8,694,-3.983333000000000,-79.20000000000000,21/04/2016
Los Ríos,6,1070,-1.800000000000000,-79.53333300000000,21/04/2016
Manabí,12,2544,-1.056181000000000,-80.45521700000000,21/04/2016
Morona Santiago,1,140,-2.300000000000000,-78.11666700000001,21/04/2016
Napo,3,106,-0.9890000000000000,-77.81590000000000,21/04/2016
Orellana,3,120,-0.4666670000000000,-76.96666700000000,21/04/2016
Otro,0,1,0,0,21/04/2016
Pastaza,0,103,-1.066667000000000,-78.00111099999999,21/04/2016
Pichincha,36,3641,-0.2186110000000000,-78.50972200000000,21/04/2016
Santa Elena,3,377,-2.226700000000000,-80.85830000000000,21/04/2016
Sto. Domingo Tsáchilas,4,607,-0.2541670000000000,-79.17194400000000,21/04/2016
Sucumbíos,0,176,0.08472200000000002,-76.88277800000000,21/04/2016
Tungurahua,14,836,-1.241667000000000,-78.61972200000000,21/04/2016
Zamora Chinchipe,2,61,-4.120000000000000,-78.80000000000000,21/04/2016
Azuay,9,1187,-2.897414000000000,-79.00448100000000,22/04/2016
Bolívar,5,251,-1.605556000000000,-79.00305600000000,22/04/2016
Carchi,0,209,0.8121800000000000,-77.71633000000000,22/04/2016
Cañar,1,311,-2.733333000000000,-78.83333300000000,22/04/2016
Chimborazo,4,677,-1.674347000000000,-78.64829400000001,22/04/2016
Cotopaxi,6,518,-0.9333330000000000,-78.61666700000001,22/04/2016
El Oro,7,847,-3.266667000000000,-79.96666700000000,22/04/2016
Esmeraldas,4,492,1.050000000000000,-79.20000000000000,22/04/2016
Galápagos,1,12,-0.7999999999999999,-89.40000000000001,22/04/2016
Guayas,65,6606,-2.183333000000000,-79.88333299999999,22/04/2016
Imbabura,10,566,0.3626780000000000,-78.13066700000000,22/04/2016
Loja,5,699,-3.983333000000000,-79.20000000000000,22/04/2016
Los Ríos,10,1080,-1.800000000000000,-79.53333300000000,22/04/2016
Manabí,17,2561,-1.056181000000000,-80.45521700000000,22/04/2016
Morona Santiago,0,140,-2.300000000000000,-78.11666700000001,22/04/2016
Napo,0,106,-0.9890000000000000,-77.81590000000000,22/04/2016
Orellana,0,120,-0.4666670000000000,-76.96666700000000,22/04/2016
Otro,0,1,0,0,22/04/2016
Pastaza,1,104,-1.066667000000000,-78.00111099999999,22/04/2016
Pichincha,31,3672,-0.2186110000000000,-78.50972200000000,22/04/2016
Santa Elena,1,378,-2.226700000000000,-80.85830000000000,22/04/2016
Sto. Domingo Tsáchilas,5,612,-0.2541670000000000,-79.17194400000000,22/04/2016
Sucumbíos,2,178,0.08472200000000002,-76.88277800000000,22/04/2016
Tungurahua,9,845,-1.241667000000000,-78.61972200000000,22/04/2016
Zamora Chinchipe,0,61,-4.120000000000000,-78.80000000000000,22/04/2016
Azuay,9,1196,-2.897414000000000,-79.00448100000000,23/04/2016
Bolívar,2,253,-1.605556000000000,-79.00305600000000,23/04/2016
Carchi,1,210,0.8121800000000000,-77.71633000000000,23/04/2016
Cañar,3,314,-2.733333000000000,-78.83333300000000,23/04/2016
Chimborazo,6,683,-1.674347000000000,-78.64829400000001,23/04/2016
Cotopaxi,5,523,-0.9333330000000000,-78.61666700000001,23/04/2016
El Oro,7,854,-3.266667000000000,-79.96666700000000,23/04/2016
Esmeraldas,1,493,1.050000000000000,-79.20000000000000,23/04/2016
Galápagos,0,12,-0.7999999999999999,-89.40000000000001,23/04/2016
Guayas,52,6658,-2.183333000000000,-79.88333299999999,23/04/2016
Imbabura,2,568,0.3626780000000000,-78.13066700000000,23/04/2016
Loja,9,708,-3.983333000000000,-79.20000000000000,23/04/2016
Los Ríos,5,1085,-1.800000000000000,-79.53333300000000,23/04/2016
Manabí,15,2576,-1.056181000000000,-80.45521700000000,23/04/2016
Morona Santiago,1,141,-2.300000000000000,-78.11666700000001,23/04/2016
Napo,1,107,-0.9890000000000000,-77.81590000000000,23/04/2016
Orellana,4,124,-0.4666670000000000,-76.96666700000000,23/04/2016
Otro,0,1,0,0,23/04/2016
Pastaza,0,104,-1.066667000000000,-78.00111099999999,23/04/2016
Pichincha,30,3702,-0.2186110000000000,-78.50972200000000,23/04/2016
Santa Elena,4,382,-2.226700000000000,-80.85830000000000,23/04/2016
Sto. Domingo Tsáchilas,3,615,-0.2541670000000000,-79.17194400000000,23/04/2016
Sucumbíos,2,180,0.08472200000000002,-76.88277800000000,23/04/2016
Tungurahua,8,853,-1.241667000000000,-78.61972200000000,23/04/2016
Zamora Chinchipe,0,61,-4.120000000000000,-78.80000000000000,23/04/2016
Azuay,7,1203,-2.897414000000000,-79.00448100000000,24/04/2016
Bolívar,4,257,-1.605556000000000,-79.00305600000000,24/04/2016
Carchi,0,210,0.8121800000000000,-77.71633000000000,24/04/2016
Cañar,1,315,-2.733333000000000,-78.83333300000000,24/04/2016
Chimborazo,8,691,-1.674347000000000,-78.64829400000001,24/04/2016
Cotopaxi,3,526,-0.9333330000000000,-78.61666700000001,24/04/2016
El Oro,6,860,-3.266667000000000,-79.96666700000000,24/04/2016
Esmeraldas,2,495,1.050000000000000,-79.20000000000000,24/04/2016
Galápagos,1,13,-0.7999999999999999,-89.40000000000001,24/04/2016
Guayas,65,6723,-2.183333000000000,-79.88333299999999,24/04/2016
Imbabura,8,576,0.3626780000000000,-78.13066700000000,24/04/2016
Loja,2,710,-3.983333000000000,-79.20000000000000,24/04/2016
Los Ríos,10,1095,-1.800000000000000,-79.53333300000000,24/04/2016
Manabí,11,2587,-1.056181000000000,-80.45521700000000,24/04/2016
Morona Santiago,0,141,-2.300000000000000,-78.11666700000001,24/04/2016
Napo,1,108,-0.9890000000000000,-77.81590000000000,24/04/2016
Orellana,2,126,-0.4666670000000000,-76.96666700000000,24/04/2016
Otro,0,1,0,0,24/04/2016
Pastaza,1,105,-1.066667000000000,-78.00111099999999,24/04/2016
Pichincha,35,3737,-0.2186110000000000,-78.50972200000000,24/04/2016
Santa Elena,1,383,-2.226700000000000,-80.85830000000000,24/04/2016
Sto. Domingo Tsáchilas,7,622,-0.2541670000000000,-79.17194400000000,24/04/2016
Sucumbíos,1,181,0.08472200000000002,-76.88277800000000,24/04/2016
Tungurahua,9,862,-1.241667000000000,-78.61972200000000,24/04/2016
Zamora Chinchipe,2,63,-4.120000000000000,-78.80000000000000,24/04/2016
Azuay,10,1213,-2.897414000000000,-79.00448100000000,25/04/2016
Bolívar,1,258,-1.605556000000000,-79.00305600000000,25/04/2016
Carchi,0,210,0.8121800000000000,-77.71633000000000,25/04/2016
Cañar,2,317,-2.733333000000000,-78.83333300000000,25/04/2016
Chimborazo,12,703,-1.674347000000000,-78.64829400000001,25/04/2016
Cotopaxi,2,528,-0.9333330000000000,-78.61666700000001,25/04/2016
El Oro,7,867,-3.266667000000000,-79.96666700000000,25/04/2016
Esmeraldas,2,497,1.050000000000000,-79.20000000000000,25/04/2016
Galápagos,0,13,-0.7999999999999999,-89.40000000000001,25/04/2016
Guayas,61,6784,-2.183333000000000,-79.88333299999999,25/04/2016
Imbabura,7,583,0.3626780000000000,-78.13066700000000,25/04/2016
Loja,3,713,-3.983333000000000,-79.20000000000000,25/04/2016
Los Ríos,10,1105,-1.800000000000000,-79.53333300000000,25/04/2016
Manabí,14,2601,-1.056181000000000,-80.45521700000000,25/04/2016
Morona Santiago,1,142,-2.300000000000000,-78.11666700000001,25/04/2016
Napo,1,109,-0.9890000000000000,-77.81590000000000,25/04/2016
Orellana,1,127,-0.4666670000000000,-76.96666700000000,25/04/2016
Otro,0,1,0,0,25/04/2016
Pastaza,1,106,-1.066667000000000,-78.00111099999999,25/04/2016
Pichincha,40,3777,-0.2186110000000000,-78.50972200000000,25/04/2016
Santa Elena,5,388,-2.226700000000000,-80.85830000000000,25/04/2016
Sto. Domingo Tsáchilas,3,625,-0.2541670000000000,-79.17194400000000,25/04/2016
Sucumbíos,2,183,0.08472200000000002,-76.88277800000000,25/04/2016
Tungurahua,13,875,-1.241667000000000,-78.61972200000000,25/04/2016
Zamora Chinchipe,1,64,-4.120000000000000,-78.80000000000000,25/04/2016
Azuay,12,1225,-2.897414000000000,-79.00448100000000,26/04/2016
Bolívar,4,262,-1.605556000000000,-79.00305600000000,26/04/2016
Carchi,0,210,0.8121800000000000,-77.71633000000000,26/04/2016
Cañar,2,319,-2.733333000000000,-78.83333300000000,26/04/2016
Chimborazo,7,710,-1.674347000000000,-78.64829400000001,26/04/2016
