provincia,provincia_poblacion,canton,canton_poblacion,total,nuevas,lat,lng,mes
Guayas,4387434,Alfredo Baquerizo Moreno,32110,277,1,-1.916667000000000,-79.51666700000000,5
Guayas,4387434,Balao,26348,450,1,-2.910000000000000,-79.81000000000000,5
Guayas,4387434,Balzar,60260,1023,1,-1.360000000000000,-79.90000000000001,5
Guayas,4387434,Colimes,26169,354,0,-1.550000000000000,-80.01666700000000,5
Guayas,4387434,Coronel Marcelino Maridueña,13132,331,3,-2.200000000000000,-79.42000000000000,5
Guayas,4387434,Daule,173684,3480,22,-1.866667000000000,-79.98333300000000,5
Guayas,4387434,Durán,315724,6530,23,-2.166667000000000,-79.83333300000000,5
Guayas,4387434,El Triunfo,59636,1236,0,-2.330000000000000,-79.40000000000001,5
Guayas,4387434,Empalme,86073,1828,2,-1.046111000000000,-79.63361100000000,5
Guayas,4387434,General Antonio Elizalde,13156,681,0,-2.200000000000000,-79.17000000000000,5
Guayas,4387434,Guayaquil,2723665,101569,1183,-2.183333000000000,-79.88333299999999,5
Guayas,4387434,Isidro Ayora,14582,194,0,-1.883333000000000,-80.16666700000000,5
Guayas,4387434,Lomas de Sargentillo,24220,215,0,-1.883333000000000,-80.08333300000000,5
Guayas,4387434,Milagro,199835,6605,16,-2.126944000000000,-79.59916699999999,5
Guayas,4387434,Naranjal,95052,2027,10,-2.672800000000000,-79.61499999999999,5
Guayas,4387434,Naranjito,43862,809,0,-2.173000000000000,-79.46710000000000,5
Guayas,4387434,Nobol,26444,194,0,-1.916671000000000,-80.01153900000000,5
Guayas,4387434,Palestina,18451,224,0,-1.626300000000000,-79.97700000000000,5
Guayas,4387434,Pedro Carbo,51802,1231,2,-1.833333000000000,-80.23333300000000,5
Guayas,4387434,Playas,59628,774,1,-2.623330000000000,-80.38750000000000,5
Guayas,4387434,Salitre,65765,1486,1,-1.829444000000000,-79.81555600000000,5
Guayas,4387434,Samborondón,102404,3410,73,-2.183333000000000,-79.88333299999999,5
Guayas,4387434,San Jacinto De Yaguachi,78204,930,1,-2.120000000000000,-79.69000000000000,5
Guayas,4387434,Santa Lucía,45004,293,0,-1.713889000000000,-79.98500000000000,5
Guayas,4387434,Simón Bolivar,32224,267,1,-2.156667000000000,-79.88750000000000,5
Imbabura,476257,Antonio Ante,54311,3266,10,0.3200000000000000,-78.20999999999999,5
Imbabura,476257,Cotacachi,44203,2526,6,0.3000000000000000,-78.26666700000000,5
Imbabura,476257,Ibarra,221149,16615,58,0.3626780000000000,-78.13066700000000,5
Imbabura,476257,Otavalo,125785,5652,6,0.2333330000000000,-78.26666700000000,5
Imbabura,476257,Pimampiro,13269,694,3,0.4000000000000000,-77.97000000000000,5
Imbabura,476257,San Miguel de Urcuquí,17540,896,9,0.5200000000000000,-78.20000000000000,5
Loja,521154,Calvas,29565,1338,5,-4.320000000000000,-79.56000000000000,5
Loja,521154,Catamayo,35961,1534,42,-3.980000000000000,-79.34999999999999,5
Loja,521154,Celica,16160,462,2,-4.102500000000000,-79.95444400000000,5
Loja,521154,Chaguarpamba,6620,166,2,-3.850000000000000,-79.65000000000001,5
Loja,521154,Espíndola,14209,652,0,-4.583056000000000,-79.42694400000001,5
Loja,521154,Gonzanamá,10953,520,1,-4.231389000000000,-79.43527800000000,5
Loja,521154,Loja,274112,22792,97,-3.983333000000001,-79.20000000000000,5
Loja,521154,Macará,20269,1928,2,-4.383333000000000,-79.95000000000000,5
Loja,521154,Olmedo,4220,147,0,-3.934000000000000,-79.64800000000000,5
Loja,521154,Paltas,23471,1507,4,-4.050000000000002,-79.65000000000001,5
Loja,521154,Pindal,10540,240,0,-4.116100000000000,-80.10760000000001,5
Loja,521154,Puyango,15925,461,1,-3.870000000000000,-80.09000000000000,5
Loja,521154,Quilanga,4197,264,0,-4.298000000000000,-79.39860000000000,5
Loja,521154,Saraguro,33506,1057,2,-3.625300000000000,-79.24110000000000,5
Loja,521154,Sozoranga,7121,210,0,-4.327778000000000,-79.78972200000000,5
Loja,521154,Zapotillo,14325,411,1,-4.386360000000002,-80.24360000000000,5
Los Ríos,921763,Baba,43429,462,0,-1.784167000000000,-79.67666699999999,5
Los Ríos,921763,Babahoyo,175281,5008,8,-1.800000000000000,-79.53333300000000,5
Los Ríos,921763,Buena Fe,83654,1046,2,-0.8985719999999999,-79.48891600000000,5
Los Ríos,921763,Mocache,43316,206,0,-1.183850000000000,-79.50552999999999,5
Los Ríos,921763,Montalvo,28720,687,0,-1.793800000000000,-79.28570000000001,5
Los Ríos,921763,Palenque,23638,470,0,-1.432800000000000,-79.74950000000000,5
Los Ríos,921763,Puebloviejo,44725,512,1,-1.550000000000000,-79.53388900000000,5
Los Ríos,921763,Quevedo,213842,3587,12,-1.033333000000000,-79.45000000000000,5
Los Ríos,921763,Quinsaloma,20428,471,0,-1.206200000000000,-79.31450000000000,5
Los Ríos,921763,Urdaneta,32618,713,0,-1.570556000000000,-79.47111099999999,5
Los Ríos,921763,Valencia,54637,809,3,-0.9525000000000000,-79.35310000000000,5
Los Ríos,921763,Ventanas,75146,1869,2,-1.450000000000000,-79.47000000000000,5
Los Ríos,921763,Vinces,82329,1492,2,-1.558333000000000,-79.75000000000000,5
Manabí,1562079,Bolívar,45493,1246,3,-0.8419440000000000,-80.16194400000001,5
Manabí,1562079,Chone,131002,6059,15,-0.6833330000000000,-80.09999999999999,5
Manabí,1562079,El Carmen,111344,1826,3,-1.314700000000000,-80.01690000000001,5
Manabí,1562079,Flavio Alfaro,23822,595,1,-0.4054000000000000,-79.90580000000000,5
Manabí,1562079,Jama,26116,432,1,-0.2014000000000000,-80.26590000000000,5
Manabí,1562079,Jaramijó,28439,377,1,-0.9487300000000000,-80.63630000000001,5
Manabí,1562079,Jipijapa,74645,3284,7,-1.333330000000000,-80.58329999999999,5
Manabí,1562079,Junín,18820,757,0,-0.9291600000000000,-80.20569000000000,5
Manabí,1562079,Manta,264281,7874,34,-0.9500220000000000,-80.71620000000000,5
Manabí,1562079,Montecristi,107785,1415,1,-1.033330000000000,-80.65000000000001,5
Manabí,1562079,Olmedo,10194,657,0,-1.396111000000000,-80.20611100000001,5
Manabí,1562079,Paján,37093,918,0,-1.570000000000000,-80.42000000000000,5
Manabí,1562079,Pedernales,63441,1037,0,0.07010000000000001,-80.05360000000000,5
Manabí,1562079,Pichincha,29599,835,2,-1.047300000000000,-79.81860000000000,5
Manabí,1562079,Portoviejo,321800,17346,55,-1.056181000000000,-80.45521700000000,5
Manabí,1562079,Puerto López,24688,955,0,-1.566667000000000,-80.81666700000000,5
Manabí,1562079,Rocafuerte,37312,2026,1,-0.9200000000000000,-80.45999999999999,5
Manabí,1562079,San Vicente,24799,776,1,-0.5892999999999999,-80.40880000000000,5
Manabí,1562079,Santa Ana,48152,1932,2,-1.206900000000000,-80.37090000000001,5
Manabí,1562079,Sucre,62443,2513,1,-0.6000000000000000,-80.41666700000000,5
Manabí,1562079,Tosagua,42297,1052,4,-0.7800000000000000,-80.26000000000001,5
Manabí,1562079,Veinticuatro de Mayo,28514,1354,0,-1.278889000000000,-80.42000000000000,5
Morona Santiago,196535,Gualaquiza,19555,1651,2,-3.380000000000000,-78.58000000000000,5
Morona Santiago,196535,Huamboya,12382,258,0,-1.785000000000000,-78.23194400000000,5
Morona Santiago,196535,Limón Indanza,10349,752,1,-2.966250000000000,-78.43052800000000,5
Morona Santiago,196535,Logroño,7643,224,1,-2.624800000000000,-78.18960000000000,5
Morona Santiago,196535,Morona,58281,4049,7,-2.300000000000000,-78.11666700000001,5
Morona Santiago,196535,Pablo Sexto,2897,151,0,-1.803056000000000,-77.92111100000000,5
Morona Santiago,196535,Palora,7719,677,0,-1.700000000000000,-77.94000000000000,5
Morona Santiago,196535,San Juan Bosco,4985,226,0,-3.092300000000000,-78.51320000000000,5
Morona Santiago,196535,Santiago,11087,546,2,-3.429800000000000,-78.56560000000000,5
Morona Santiago,196535,Sucúa,23823,1364,4,-2.460000000000000,-78.17000000000000,5
Morona Santiago,196535,Taisha,26773,443,0,-2.339950000000000,-77.45808000000000,5
Morona Santiago,196535,Tiwintza,11041,183,0,-2.917670000000000,-77.80170000000000,5
Napo,133705,Archidona,33068,844,2,-0.9166670000000000,-77.78333300000000,5
Napo,133705,Carlos Julio Arosemena Tola,4466,145,0,-1.166667000000000,-77.84999999999999,5
Napo,133705,El Chaco,10142,805,5,-0.3402780000000000,-77.80888899999999,5
Napo,133705,Quijos,6847,766,2,-0.4636110000000000,-77.89277800000001,5
Napo,133705,Tena,79182,4236,3,-0.9890000000000000,-77.81590000000000,5
Orellana,161338,Aguarico,3629,869,0,-0.9211110000000000,-75.39916700000001,5
Orellana,161338,La Joya de los Sachas,39352,1069,3,-0.3000000000000000,-76.84999999999999,5
Orellana,161338,Loreto,24579,303,0,-0.6904000000000000,-77.30830000000000,5
Orellana,161338,Orellana,93778,3802,185,-0.4666670000000000,-76.96666700000000,5
Pastaza,114202,Arajuno,8128,215,0,-1.234370000000000,-77.68750000000000,5
Pastaza,114202,Mera,17547,1009,2,-1.460000000000000,-78.09000000000000,5
Pastaza,114202,Pastaza,84377,3897,5,-1.066667000000000,-78.00111099999999,5
Pastaza,114202,Santa Clara,4150,193,0,-1.267100000000000,-77.88820000000000,5
Pichincha,3228233,Cayambe,107660,4209,39,0.04388900000000000,-78.15610000000000,5
Pichincha,3228233,Mejía,108167,6073,29,-0.5101000000000000,-78.56980000000000,5
Pichincha,3228233,Pedro Moncayo,43281,1148,6,0.04369700000000000,-78.34923999999999,5
Pichincha,3228233,Pedro Vicente Maldonado,17171,606,0,0.1666670000000000,-79,5
Pichincha,3228233,Puerto Quito,24911,830,0,0.1170000000000000,-79.26400000000000,5
Pichincha,3228233,Quito,2781641,304024,4728,-0.2186110000000000,-78.50972200000000,5
Pichincha,3228233,Rumiñahui,115433,10917,210,-0.3345000000000000,-78.44750000000001,5
Pichincha,3228233,San Miguel de Los Bancos,29969,1027,1,0.02300000000000000,-78.89200000000000,5
Santa Elena,401178,La Libertad,117767,2255,7,-2.233333000000000,-80.90000000000001,5
Santa Elena,401178,Salinas,94590,1588,7,-2.216667000000000,-80.95000000000000,5
Santa Elena,401178,Santa Elena,188821,2705,10,-2.226700000000000,-80.85830000000000,5
Sto. Domingo Tsáchilas,511151,La Concordia,52571,1963,2,0.002300000000000000,-79.38460000000001,5
Sto. Domingo Tsáchilas,511151,Santo Domingo,458580,14826,15,-0.2541670000000000,-79.17194400000000,5
Sucumbíos,230503,Cascales,15882,396,0,-0.06750000000000000,-77.21694400000000,5
Sucumbíos,230503,Cuyabeno,7154,466,2,-0.1288890000000000,-76.41388900000000,5
Sucumbíos,230503,Gonzalo Pizarro,10007,470,0,0.04700000000000000,-77.32280000000000,5
Sucumbíos,230503,Lago Agrio,119594,5205,12,0.08472200000000002,-76.88277800000000,5
Sucumbíos,230503,Putumayo,16106,373,0,0.1000000000000000,-75.84999999999999,5
Sucumbíos,230503,Shushufindi,57949,1701,4,-0.1871000000000000,-76.64500000000000,5
Sucumbíos,230503,Sucumbíos,3811,195,0,0.4592000000000000,-77.52300000000000,5
Tungurahua,590600,Ambato,387309,20770,237,-1.241667000000000,-78.61972200000000,5
Tungurahua,590600,Baños,25043,1751,2,-1.396389000000000,-78.42472200000000,5
Tungurahua,590600,Cevallos,9936,276,0,-1.350000000000000,-78.61666700000001,5
Tungurahua,590600,Mocha,7336,161,0,-1.416667000000000,-78.66666700000000,5
Tungurahua,590600,Patate,15825,722,9,-1.316667000000000,-78.51666700000000,5
Tungurahua,590600,Pelileo,66836,2063,2,-1.327500000000000,-78.54083300000001,5
Tungurahua,590600,Píllaro,43371,802,1,-1.175833000000000,-78.55527800000000,5
Tungurahua,590600,Quero,20627,354,5,-1.379300000000000,-78.60700000000000,5
Tungurahua,590600,Tisaleo,14317,281,3,-1.350000000000000,-78.66666700000000,5
Zamora Chinchipe,120416,Centinela del Cóndor,8313,363,1,-3.894910000000000,-78.78140999999999,5
Zamora Chinchipe,120416,Chinchipe,10679,558,1,-4.862800000000000,-79.13280000000000,5
Zamora Chinchipe,120416,El Pangui,10945,661,8,-3.624900000000000,-78.58710000000001,5
Zamora Chinchipe,120416,Nangaritza,8014,211,1,-4.048333000000000,-78.68222200000000,5
Zamora Chinchipe,120416,Palanda,10144,208,1,-4.649800000000000,-79.13209999999999,5
Zamora Chinchipe,120416,Paquisha,5992,202,0,-3.932750000000000,-78.67426000000000,5
Zamora Chinchipe,120416,Yacuambi,7121,148,0,-3.634440000000000,-78.92810000000000,5
Zamora Chinchipe,120416,Yantzaza,26447,1386,6,-3.850000000000000,-78.75000000000000,5
Zamora Chinchipe,120416,Zamora,32761,1524,8,-4.120000000000000,-78.80000000000000,5
Azuay,881394,Camilo Ponce Enríquez,36423,808,11,-3.050000000000000,-79.73333300000000,6
Azuay,881394,Chordeleg,15176,338,4,-2.933333000000000,-78.76666700000000,6
Azuay,881394,Cuenca,636996,36534,2358,-2.897414000000000,-79.00448100000000,6
Azuay,881394,El Pan,3091,237,4,-2.786111000000000,-78.66500000000001,6
Azuay,881394,Girón,13037,499,14,-3.159028000000000,-79.14756800000001,6
Azuay,881394,Guachapala,3859,369,5,-2.769000000000000,-78.70900000000000,6
Azuay,881394,Gualaceo,49104,1765,38,-2.900000000000000,-78.78333300000000,6
Azuay,881394,Nabón,17292,343,12,-3.336060000000000,-79.06368000000001,6
Azuay,881394,Oña,4128,113,9,-3.469640000000000,-79.15431000000000,6
Azuay,881394,Paute,29214,1815,48,-2.781800000000000,-78.76000000000001,6
Azuay,881394,Pucará,10584,222,14,-3.233780000000000,-79.46120000000001,6
Azuay,881394,San Fernando,4156,186,7,-3.144500000000000,-79.25200000000000,6
Azuay,881394,Santa Isabel,20935,1308,76,-3.274170000000000,-79.31560000000000,6
Azuay,881394,Sevilla de Oro,6890,618,19,-2.799833000000000,-78.65569400000000,6
Azuay,881394,Sígsig,30509,958,30,-3.089700000000000,-78.80320000000000,6
Bolívar,209933,Caluma,16429,1564,13,-1.633330000000000,-79.25000000000000,6
Bolívar,209933,Chillanes,16850,990,49,-1.933333000000000,-79.06666700000000,6
Bolívar,209933,Chimbo,17378,953,29,-1.700000000000000,-79.01666700000000,6
Bolívar,209933,Echeandía,14081,1271,2,-1.433330000000000,-79.26667000000000,6
Bolívar,209933,Guaranda,108763,4446,88,-1.605556000000000,-79.00305600000000,6
Bolívar,209933,Las Naves,7428,519,1,-1.283330000000000,-79.30000000000000,6
Bolívar,209933,San Miguel,29004,2292,123,-1.700000000000000,-79.03333300000000,6
Carchi,186869,Bolivar,15528,983,9,0.5070990000000000,-77.86245400000000,6
Carchi,186869,Espejo,13817,1042,7,0.6210000000000000,-77.94000000000000,6
Carchi,186869,Mira,11969,1117,7,0.5538999999999998,-78.04930000000000,6
Carchi,186869,Montúfar,34229,2329,17,0.6100000000000000,-77.84000000000000,6
Carchi,186869,San Pedro de Huaca,8931,702,3,0.6311110000000000,-77.72527800000000,6
Carchi,186869,Tulcán,102395,7193,102,0.8121800000000000,-77.71633000000000,6
Cañar,281396,Azogues,86276,8147,414,-2.733333000000000,-78.83333300000000,6
Cañar,281396,Biblían,23741,1382,62,-2.710000000000000,-78.88000000000000,6
Cañar,281396,Cañar,68747,2938,324,-2.483700000000000,-78.97839999999999,6
Cañar,281396,Déleg,6782,228,11,-2.772600000000000,-78.91830000000000,6
Cañar,281396,El Tambo,12462,654,60,-2.508100000000000,-78.92489999999999,6
Cañar,281396,La Troncal,76872,2153,97,-2.400000000000000,-79.33000000000000,6
Cañar,281396,Suscal,6516,131,7,-2.436400000000000,-79.05220000000000,6
Chimborazo,524004,Alausí,45054,917,6,-2.200000000000000,-78.84999999999999,6
Chimborazo,524004,Chambo,13378,302,8,-1.733333000000000,-78.58333300000000,6
Chimborazo,524004,Chunchi,12795,347,5,-2.283333000000000,-78.91666700000000,6
Chimborazo,524004,Colta,44838,559,6,-1.700000000000000,-78.75000000000000,6
Chimborazo,524004,Cumandá,17973,534,1,-2.200000000000000,-79.13333299999999,6
Chimborazo,524004,Guamote,58291,337,10,-1.933333000000000,-78.71666700000000,6
Chimborazo,524004,Guano,48395,1237,9,-1.583333000000000,-78.63333299999999,6
Chimborazo,524004,Pallatanga,12277,260,2,-1.983333000000000,-78.95000000000000,6
Chimborazo,524004,Penipe,6955,244,3,-1.557300000000000,-78.53959999999999,6
Chimborazo,524004,Riobamba,264048,11642,253,-1.674347000000000,-78.64829400000001,6
Cotopaxi,488716,La Maná,56905,949,4,-0.9300000000000000,-79.22000000000000,6
Cotopaxi,488716,Latacunga,205624,8260,225,-0.9333330000000000,-78.61666700000001,6
Cotopaxi,488716,Pangua,24612,502,4,-1.133333000000000,-79.06666700000000,6
Cotopaxi,488716,Pujilí,79772,2492,46,-0.9500000000000000,-78.69000000000000,6
Cotopaxi,488716,Salcedo,67100,4521,118,-1.050000000000000,-78.58333300000000,6
Cotopaxi,488716,Saquisilí,31426,1145,13,-0.8300000000000000,-78.67000000000000,6
Cotopaxi,488716,Sigchos,23277,657,2,-0.7000000000000000,-78.88333299999999,6
El Oro,715751,Arenillas,33473,1365,7,-3.550000000000000,-80.06000000000000,6
El Oro,715751,Atahualpa,6436,602,14,-2.900000000000000,-78.93333300000000,6
El Oro,715751,Balsas,9233,612,4,-3.762600000000000,-79.82530000000000,6
El Oro,715751,Chilla,2379,80,2,-3.450000000000000,-79.58000000000000,6
El Oro,715751,El Guabo,63645,1647,13,-3.238800000000000,-79.82920000000000,6
El Oro,715751,Huaquillas,60440,2083,9,-3.481380000000000,-80.24320700000000,6
El Oro,715751,Las Lajas,4963,252,1,-3.785000000000000,-80.06166700000000,6
El Oro,715751,Machala,289141,26094,285,-3.266667000000000,-79.96666700000000,6
El Oro,715751,Marcabelí,6259,458,6,-3.786000000000001,-79.89780000000000,6
El Oro,715751,Pasaje,87723,4546,87,-3.326900000000000,-79.80490000000000,6
El Oro,715751,Piñas,30206,3635,127,-3.666667000000000,-79.65000000000001,6
El Oro,715751,Portovelo,14028,1578,6,-3.720000000000000,-79.62000000000000,6
El Oro,715751,Santa Rosa,82171,4966,48,-3.452222000000000,-79.96166700000001,6
El Oro,715751,Zaruma,25654,2118,93,-3.433333000000000,-79.59999999999999,6
Esmeraldas,591083,Atacames,55495,1210,6,0.8666670000000000,-79.83333300000000,6
Esmeraldas,591083,Eloy Alfaro,45629,557,3,1.250000000000000,-79,6
Esmeraldas,591083,Esmeraldas,218727,7797,185,1.050000000000000,-79.20000000000000,6
Esmeraldas,591083,Muisne,31106,329,2,0.6067000000000000,-80.01830000000000,6
Esmeraldas,591083,Quinindé,145879,2646,12,0.3300000000000000,-79.48000000000000,6
Esmeraldas,591083,Rioverde,31475,538,4,1.060200000000000,-79.40440000000000,6
Esmeraldas,591083,San Lorenzo,62772,1673,504,1.265800000000000,-78.84139999999999,6
Galápagos,33042,Isabela,3073,471,3,-0.4724000000000000,-90.68110000000000,6
Galápagos,33042,San Cristóbal,9667,967,30,-0.7999999999999999,-89.40000000000001,6
Galápagos,33042,Santa Cruz,20302,1747,36,-0.6333330000000000,-90.36666700000001,6
Guayas,4387434,Alfredo Baquerizo Moreno,32110,278,1,-1.916667000000000,-79.51666700000000,6
Guayas,4387434,Balao,26348,452,2,-2.910000000000000,-79.81000000000000,6
Guayas,4387434,Balzar,60260,1033,10,-1.360000000000000,-79.90000000000001,6
Guayas,4387434,Colimes,26169,361,7,-1.550000000000000,-80.01666700000000,6
Guayas,4387434,Coronel Marcelino Maridueña,13132,336,5,-2.200000000000000,-79.42000000000000,6
Guayas,4387434,Daule,173684,3579,99,-1.866667000000000,-79.98333300000000,6
Guayas,4387434,Durán,315724,6606,76,-2.166667000000000,-79.83333300000000,6
Guayas,4387434,El Triunfo,59636,1260,24,-2.330000000000000,-79.40000000000001,6
Guayas,4387434,Empalme,86073,1836,8,-1.046111000000000,-79.63361100000000,6
Guayas,4387434,General Antonio Elizalde,13156,682,1,-2.200000000000000,-79.17000000000000,6
Guayas,4387434,Guayaquil,2723665,105494,3925,-2.183333000000000,-79.88333299999999,6
Guayas,4387434,Isidro Ayora,14582,197,3,-1.883333000000000,-80.16666700000000,6
Guayas,4387434,Lomas de Sargentillo,24220,216,1,-1.883333000000000,-80.08333300000000,6
Guayas,4387434,Milagro,199835,6647,42,-2.126944000000000,-79.59916699999999,6
Guayas,4387434,Naranjal,95052,2046,19,-2.672800000000000,-79.61499999999999,6
Guayas,4387434,Naranjito,43862,813,4,-2.173000000000000,-79.46710000000000,6
Guayas,4387434,Nobol,26444,197,3,-1.916671000000000,-80.01153900000000,6
Guayas,4387434,Palestina,18451,225,1,-1.626300000000000,-79.97700000000000,6
Guayas,4387434,Pedro Carbo,51802,1240,9,-1.833333000000000,-80.23333300000000,6
Guayas,4387434,Playas,59628,776,2,-2.623330000000000,-80.38750000000000,6
Guayas,4387434,Salitre,65765,1497,11,-1.829444000000000,-79.81555600000000,6
Guayas,4387434,Samborondón,102404,3576,166,-2.183333000000000,-79.88333299999999,6
Guayas,4387434,San Jacinto De Yaguachi,78204,931,1,-2.120000000000000,-79.69000000000000,6
Guayas,4387434,Santa Lucía,45004,296,3,-1.713889000000000,-79.98500000000000,6
Guayas,4387434,Simón Bolivar,32224,268,1,-2.156667000000000,-79.88750000000000,6
Imbabura,476257,Antonio Ante,54311,3292,26,0.3200000000000000,-78.20999999999999,6
Imbabura,476257,Cotacachi,44203,2549,23,0.3000000000000000,-78.26666700000000,6
Imbabura,476257,Ibarra,221149,16948,333,0.3626780000000000,-78.13066700000000,6
Imbabura,476257,Otavalo,125785,5726,74,0.2333330000000000,-78.26666700000000,6
Imbabura,476257,Pimampiro,13269,699,5,0.4000000000000000,-77.97000000000000,6
Imbabura,476257,San Miguel de Urcuquí,17540,913,17,0.5200000000000000,-78.20000000000000,6
Loja,521154,Calvas,29565,1381,43,-4.320000000000000,-79.56000000000000,6
Loja,521154,Catamayo,35961,1564,30,-3.980000000000000,-79.34999999999999,6
Loja,521154,Celica,16160,474,12,-4.102500000000000,-79.95444400000000,6
Loja,521154,Chaguarpamba,6620,168,2,-3.850000000000000,-79.65000000000001,6
Loja,521154,Espíndola,14209,670,18,-4.583056000000000,-79.42694400000001,6
Loja,521154,Gonzanamá,10953,547,27,-4.231389000000000,-79.43527800000000,6
Loja,521154,Loja,274112,24220,1428,-3.983333000000001,-79.20000000000000,6
Loja,521154,Macará,20269,1940,12,-4.383333000000000,-79.95000000000000,6
Loja,521154,Olmedo,4220,154,7,-3.934000000000000,-79.64800000000000,6
Loja,521154,Paltas,23471,1551,44,-4.050000000000002,-79.65000000000001,6
Loja,521154,Pindal,10540,245,5,-4.116100000000000,-80.10760000000001,6
Loja,521154,Puyango,15925,487,26,-3.870000000000000,-80.09000000000000,6
Loja,521154,Quilanga,4197,273,9,-4.298000000000000,-79.39860000000000,6
Loja,521154,Saraguro,33506,1083,26,-3.625300000000000,-79.24110000000000,6
Loja,521154,Sozoranga,7121,214,4,-4.327778000000000,-79.78972200000000,6
Loja,521154,Zapotillo,14325,418,7,-4.386360000000002,-80.24360000000000,6
Los Ríos,921763,Baba,43429,462,0,-1.784167000000000,-79.67666699999999,6
Los Ríos,921763,Babahoyo,175281,5039,31,-1.800000000000000,-79.53333300000000,6
Los Ríos,921763,Buena Fe,83654,1050,4,-0.8985719999999999,-79.48891600000000,6
Los Ríos,921763,Mocache,43316,213,7,-1.183850000000000,-79.50552999999999,6
Los Ríos,921763,Montalvo,28720,699,12,-1.793800000000000,-79.28570000000001,6
Los Ríos,921763,Palenque,23638,472,2,-1.432800000000000,-79.74950000000000,6
Los Ríos,921763,Puebloviejo,44725,514,2,-1.550000000000000,-79.53388900000000,6
Los Ríos,921763,Quevedo,213842,3628,41,-1.033333000000000,-79.45000000000000,6
Los Ríos,921763,Quinsaloma,20428,473,2,-1.206200000000000,-79.31450000000000,6
Los Ríos,921763,Urdaneta,32618,727,14,-1.570556000000000,-79.47111099999999,6
Los Ríos,921763,Valencia,54637,816,7,-0.9525000000000000,-79.35310000000000,6
Los Ríos,921763,Ventanas,75146,1875,6,-1.450000000000000,-79.47000000000000,6
Los Ríos,921763,Vinces,82329,1510,18,-1.558333000000000,-79.75000000000000,6
Manabí,1562079,Bolívar,45493,1289,43,-0.8419440000000000,-80.16194400000001,6
Manabí,1562079,Chone,131002,6251,192,-0.6833330000000000,-80.09999999999999,6
Manabí,1562079,El Carmen,111344,1829,3,-1.314700000000000,-80.01690000000001,6
Manabí,1562079,Flavio Alfaro,23822,596,1,-0.4054000000000000,-79.90580000000000,6
Manabí,1562079,Jama,26116,439,7,-0.2014000000000000,-80.26590000000000,6
Manabí,1562079,Jaramijó,28439,378,1,-0.9487300000000000,-80.63630000000001,6
Manabí,1562079,Jipijapa,74645,3314,30,-1.333330000000000,-80.58329999999999,6
Manabí,1562079,Junín,18820,784,27,-0.9291600000000000,-80.20569000000000,6
Manabí,1562079,Manta,264281,8015,141,-0.9500220000000000,-80.71620000000000,6
Manabí,1562079,Montecristi,107785,1429,14,-1.033330000000000,-80.65000000000001,6
Manabí,1562079,Olmedo,10194,662,5,-1.396111000000000,-80.20611100000001,6
Manabí,1562079,Paján,37093,929,11,-1.570000000000000,-80.42000000000000,6
Manabí,1562079,Pedernales,63441,1042,5,0.07010000000000001,-80.05360000000000,6
Manabí,1562079,Pichincha,29599,842,7,-1.047300000000000,-79.81860000000000,6
Manabí,1562079,Portoviejo,321800,17691,345,-1.056181000000000,-80.45521700000000,6
Manabí,1562079,Puerto López,24688,960,5,-1.566667000000000,-80.81666700000000,6
Manabí,1562079,Rocafuerte,37312,2046,20,-0.9200000000000000,-80.45999999999999,6
Manabí,1562079,San Vicente,24799,787,11,-0.5892999999999999,-80.40880000000000,6
Manabí,1562079,Santa Ana,48152,1948,16,-1.206900000000000,-80.37090000000001,6
Manabí,1562079,Sucre,62443,2562,49,-0.6000000000000000,-80.41666700000000,6
Manabí,1562079,Tosagua,42297,1064,12,-0.7800000000000000,-80.26000000000001,6
Manabí,1562079,Veinticuatro de Mayo,28514,1384,30,-1.278889000000000,-80.42000000000000,6
Morona Santiago,196535,Gualaquiza,19555,1668,17,-3.380000000000000,-78.58000000000000,6
Morona Santiago,196535,Huamboya,12382,258,0,-1.785000000000000,-78.23194400000000,6
Morona Santiago,196535,Limón Indanza,10349,764,12,-2.966250000000000,-78.43052800000000,6
Morona Santiago,196535,Logroño,7643,228,4,-2.624800000000000,-78.18960000000000,6
Morona Santiago,196535,Morona,58281,4133,84,-2.300000000000000,-78.11666700000001,6
Morona Santiago,196535,Pablo Sexto,2897,151,0,-1.803056000000000,-77.92111100000000,6
Morona Santiago,196535,Palora,7719,681,4,-1.700000000000000,-77.94000000000000,6
Morona Santiago,196535,San Juan Bosco,4985,227,1,-3.092300000000000,-78.51320000000000,6
Morona Santiago,196535,Santiago,11087,554,8,-3.429800000000000,-78.56560000000000,6
Morona Santiago,196535,Sucúa,23823,1403,39,-2.460000000000000,-78.17000000000000,6
Morona Santiago,196535,Taisha,26773,447,4,-2.339950000000000,-77.45808000000000,6
Morona Santiago,196535,Tiwintza,11041,184,1,-2.917670000000000,-77.80170000000000,6
Napo,133705,Archidona,33068,852,8,-0.9166670000000000,-77.78333300000000,6
Napo,133705,Carlos Julio Arosemena Tola,4466,151,6,-1.166667000000000,-77.84999999999999,6
Napo,133705,El Chaco,10142,813,8,-0.3402780000000000,-77.80888899999999,6
Napo,133705,Quijos,6847,778,12,-0.4636110000000000,-77.89277800000001,6
Napo,133705,Tena,79182,4262,26,-0.9890000000000000,-77.81590000000000,6
Orellana,161338,Aguarico,3629,869,0,-0.9211110000000000,-75.39916700000001,6
