provincia,poblacion,total,nuevas,lat,lng,semana
Guayas,4387434,41927,471,-2.183333000000000,-79.88333299999999,34
Imbabura,476257,11014,78,0.3626780000000000,-78.13066700000000,34
Loja,521154,10392,24,-3.983333000000000,-79.20000000000000,34
Los Ríos,921763,8088,24,-1.800000000000000,-79.53333300000000,34
Manabí,1562079,18104,82,-1.056181000000000,-80.45521700000000,34
Morona Santiago,196535,3053,43,-2.300000000000000,-78.11666700000001,34
Napo,133705,2198,15,-0.9890000000000000,-77.81590000000000,34
Orellana,161338,1527,16,-0.4666670000000000,-76.96666700000000,34
Pastaza,114202,1182,29,-1.066667000000000,-78.00111099999999,34
Pichincha,3228233,108327,1072,-0.2186110000000000,-78.50972200000000,34
Santa Elena,401178,1828,4,-2.226700000000000,-80.85830000000000,34
Sto. Domingo Tsáchilas,511151,6172,20,-0.2541670000000000,-79.17194400000000,34
Sucumbíos,230503,2892,25,0.08472200000000002,-76.88277800000000,34
Tungurahua,590600,7967,60,-1.241667000000000,-78.61972200000000,34
Zamora Chinchipe,120416,1349,3,-4.120000000000000,-78.80000000000000,34
Azuay,881394,14301,202,-2.897414000000000,-79.00448100000000,35
Bolívar,209933,4465,16,-1.605556000000000,-79.00305600000000,35
Carchi,186869,6094,56,0.8121800000000000,-77.71633000000000,35
Cañar,281396,3601,33,-2.733333000000000,-78.83333300000000,35
Chimborazo,524004,5852,17,-1.674347000000000,-78.64829400000001,35
Cotopaxi,488716,6309,48,-0.9333330000000000,-78.61666700000001,35
El Oro,715751,15131,75,-3.266667000000000,-79.96666700000000,35
Esmeraldas,591083,4725,87,1.050000000000000,-79.20000000000000,35
Galápagos,33042,563,1,-0.7999999999999999,-89.40000000000001,35
Guayas,4387434,42225,298,-2.183333000000000,-79.88333299999999,35
Imbabura,476257,11121,107,0.3626780000000000,-78.13066700000000,35
Loja,521154,10466,74,-3.983333000000000,-79.20000000000000,35
Los Ríos,921763,8112,24,-1.800000000000000,-79.53333300000000,35
Manabí,1562079,18208,104,-1.056181000000000,-80.45521700000000,35
Morona Santiago,196535,3063,10,-2.300000000000000,-78.11666700000001,35
Napo,133705,2208,10,-0.9890000000000000,-77.81590000000000,35
Orellana,161338,1533,6,-0.4666670000000000,-76.96666700000000,35
Pastaza,114202,1188,6,-1.066667000000000,-78.00111099999999,35
Pichincha,3228233,109645,1318,-0.2186110000000000,-78.50972200000000,35
Santa Elena,401178,1834,6,-2.226700000000000,-80.85830000000000,35
Sto. Domingo Tsáchilas,511151,6219,47,-0.2541670000000000,-79.17194400000000,35
Sucumbíos,230503,2931,39,0.08472200000000002,-76.88277800000000,35
Tungurahua,590600,8070,103,-1.241667000000000,-78.61972200000000,35
Zamora Chinchipe,120416,1354,5,-4.120000000000000,-78.80000000000000,35
Azuay,881394,14418,117,-2.897414000000000,-79.00448100000000,36
Bolívar,209933,4475,10,-1.605556000000000,-79.00305600000000,36
Carchi,186869,6110,16,0.8121800000000000,-77.71633000000000,36
Cañar,281396,3615,14,-2.733333000000000,-78.83333300000000,36
Chimborazo,524004,5865,13,-1.674347000000000,-78.64829400000001,36
Cotopaxi,488716,6321,12,-0.9333330000000000,-78.61666700000001,36
El Oro,715751,15169,38,-3.266667000000000,-79.96666700000000,36
Esmeraldas,591083,4748,23,1.050000000000000,-79.20000000000000,36
Galápagos,33042,564,1,-0.7999999999999999,-89.40000000000001,36
Guayas,4387434,42457,232,-2.183333000000000,-79.88333299999999,36
Imbabura,476257,11158,37,0.3626780000000000,-78.13066700000000,36
Loja,521154,10489,23,-3.983333000000000,-79.20000000000000,36
Los Ríos,921763,8127,15,-1.800000000000000,-79.53333300000000,36
Manabí,1562079,18274,66,-1.056181000000000,-80.45521700000000,36
Morona Santiago,196535,3077,14,-2.300000000000000,-78.11666700000001,36
Napo,133705,2217,9,-0.9890000000000000,-77.81590000000000,36
Orellana,161338,1537,4,-0.4666670000000000,-76.96666700000000,36
Pastaza,114202,1213,25,-1.066667000000000,-78.00111099999999,36
Pichincha,3228233,110339,694,-0.2186110000000000,-78.50972200000000,36
Santa Elena,401178,1837,3,-2.226700000000000,-80.85830000000000,36
Sto. Domingo Tsáchilas,511151,6243,24,-0.2541670000000000,-79.17194400000000,36
Sucumbíos,230503,2943,12,0.08472200000000002,-76.88277800000000,36
Tungurahua,590600,8112,42,-1.241667000000000,-78.61972200000000,36
Zamora Chinchipe,120416,1356,2,-4.120000000000000,-78.80000000000000,36
Azuay,881394,14525,107,-2.897414000000000,-79.00448100000000,37
Bolívar,209933,4489,14,-1.605556000000000,-79.00305600000000,37
Carchi,186869,6116,6,0.8121800000000000,-77.71633000000000,37
Cañar,281396,3645,30,-2.733333000000000,-78.83333300000000,37
Chimborazo,524004,5874,9,-1.674347000000000,-78.64829400000001,37
Cotopaxi,488716,6342,21,-0.9333330000000000,-78.61666700000001,37
El Oro,715751,15201,32,-3.266667000000000,-79.96666700000000,37
Esmeraldas,591083,4756,8,1.050000000000000,-79.20000000000000,37
Galápagos,33042,567,3,-0.7999999999999999,-89.40000000000001,37
Guayas,4387434,42728,271,-2.183333000000000,-79.88333299999999,37
Imbabura,476257,11186,28,0.3626780000000000,-78.13066700000000,37
Loja,521154,10511,22,-3.983333000000000,-79.20000000000000,37
Los Ríos,921763,8154,27,-1.800000000000000,-79.53333300000000,37
Manabí,1562079,18352,78,-1.056181000000000,-80.45521700000000,37
Morona Santiago,196535,3092,15,-2.300000000000000,-78.11666700000001,37
Napo,133705,2229,12,-0.9890000000000000,-77.81590000000000,37
Orellana,161338,1546,9,-0.4666670000000000,-76.96666700000000,37
Pastaza,114202,1215,2,-1.066667000000000,-78.00111099999999,37
Pichincha,3228233,111233,894,-0.2186110000000000,-78.50972200000000,37
Santa Elena,401178,1865,28,-2.226700000000000,-80.85830000000000,37
Sto. Domingo Tsáchilas,511151,6269,26,-0.2541670000000000,-79.17194400000000,37
Sucumbíos,230503,2958,15,0.08472200000000002,-76.88277800000000,37
Tungurahua,590600,8178,66,-1.241667000000000,-78.61972200000000,37
Zamora Chinchipe,120416,1358,2,-4.120000000000000,-78.80000000000000,37
Azuay,881394,14624,99,-2.897414000000000,-79.00448100000000,38
Bolívar,209933,4502,13,-1.605556000000000,-79.00305600000000,38
Carchi,186869,6129,13,0.8121800000000000,-77.71633000000000,38
Cañar,281396,3662,17,-2.733333000000000,-78.83333300000000,38
Chimborazo,524004,5881,7,-1.674347000000000,-78.64829400000001,38
Cotopaxi,488716,6358,16,-0.9333330000000000,-78.61666700000001,38
El Oro,715751,15237,36,-3.266667000000000,-79.96666700000000,38
Esmeraldas,591083,4793,37,1.050000000000000,-79.20000000000000,38
Galápagos,33042,567,0,-0.7999999999999999,-89.40000000000001,38
Guayas,4387434,42948,220,-2.183333000000000,-79.88333299999999,38
Imbabura,476257,11251,65,0.3626780000000000,-78.13066700000000,38
Loja,521154,10547,36,-3.983333000000000,-79.20000000000000,38
Los Ríos,921763,8168,14,-1.800000000000000,-79.53333300000000,38
Manabí,1562079,18421,69,-1.056181000000000,-80.45521700000000,38
Morona Santiago,196535,3101,9,-2.300000000000000,-78.11666700000001,38
Napo,133705,2245,16,-0.9890000000000000,-77.81590000000000,38
Orellana,161338,1563,17,-0.4666670000000000,-76.96666700000000,38
Pastaza,114202,1221,6,-1.066667000000000,-78.00111099999999,38
Pichincha,3228233,112081,848,-0.2186110000000000,-78.50972200000000,38
Santa Elena,401178,1869,4,-2.226700000000000,-80.85830000000000,38
Sto. Domingo Tsáchilas,511151,6308,39,-0.2541670000000000,-79.17194400000000,38
Sucumbíos,230503,2969,11,0.08472200000000002,-76.88277800000000,38
Tungurahua,590600,8235,57,-1.241667000000000,-78.61972200000000,38
Zamora Chinchipe,120416,1361,3,-4.120000000000000,-78.80000000000000,38
Azuay,881394,14779,155,-2.897414000000000,-79.00448100000000,39
Bolívar,209933,4514,12,-1.605556000000000,-79.00305600000000,39
Carchi,186869,6144,15,0.8121800000000000,-77.71633000000000,39
Cañar,281396,3685,23,-2.733333000000000,-78.83333300000000,39
Chimborazo,524004,5897,16,-1.674347000000000,-78.64829400000001,39
Cotopaxi,488716,6384,26,-0.9333330000000000,-78.61666700000001,39
El Oro,715751,15301,64,-3.266667000000000,-79.96666700000000,39
Esmeraldas,591083,4795,2,1.050000000000000,-79.20000000000000,39
Galápagos,33042,570,3,-0.7999999999999999,-89.40000000000001,39
Guayas,4387434,43380,432,-2.183333000000000,-79.88333299999999,39
Imbabura,476257,11299,48,0.3626780000000000,-78.13066700000000,39
Loja,521154,10571,24,-3.983333000000000,-79.20000000000000,39
Los Ríos,921763,8176,8,-1.800000000000000,-79.53333300000000,39
Manabí,1562079,18461,40,-1.056181000000000,-80.45521700000000,39
Morona Santiago,196535,3117,16,-2.300000000000000,-78.11666700000001,39
Napo,133705,2283,38,-0.9890000000000000,-77.81590000000000,39
Orellana,161338,1581,18,-0.4666670000000000,-76.96666700000000,39
Pastaza,114202,1224,3,-1.066667000000000,-78.00111099999999,39
Pichincha,3228233,113386,1305,-0.2186110000000000,-78.50972200000000,39
Santa Elena,401178,1874,5,-2.226700000000000,-80.85830000000000,39
Sto. Domingo Tsáchilas,511151,6326,18,-0.2541670000000000,-79.17194400000000,39
Sucumbíos,230503,2983,14,0.08472200000000002,-76.88277800000000,39
Tungurahua,590600,8249,14,-1.241667000000000,-78.61972200000000,39
Zamora Chinchipe,120416,1361,0,-4.120000000000000,-78.80000000000000,39
Azuay,881394,14860,81,-2.897414000000000,-79.00448100000000,40
Bolívar,209933,4520,6,-1.605556000000000,-79.00305600000000,40
Carchi,186869,6150,6,0.8121800000000000,-77.71633000000000,40
Cañar,281396,3703,18,-2.733333000000000,-78.83333300000000,40
Chimborazo,524004,5906,9,-1.674347000000000,-78.64829400000001,40
Cotopaxi,488716,6396,12,-0.9333330000000000,-78.61666700000001,40
El Oro,715751,15328,27,-3.266667000000000,-79.96666700000000,40
Esmeraldas,591083,4803,8,1.050000000000000,-79.20000000000000,40
Galápagos,33042,571,1,-0.7999999999999999,-89.40000000000001,40
Guayas,4387434,43555,175,-2.183333000000000,-79.88333299999999,40
Imbabura,476257,11333,34,0.3626780000000000,-78.13066700000000,40
Loja,521154,10583,12,-3.983333000000000,-79.20000000000000,40
Los Ríos,921763,8184,8,-1.800000000000000,-79.53333300000000,40
Manabí,1562079,18491,30,-1.056181000000000,-80.45521700000000,40
Morona Santiago,196535,3131,14,-2.300000000000000,-78.11666700000001,40
Napo,133705,2298,15,-0.9890000000000000,-77.81590000000000,40
Orellana,161338,1595,14,-0.4666670000000000,-76.96666700000000,40
Pastaza,114202,1225,1,-1.066667000000000,-78.00111099999999,40
Pichincha,3228233,113955,569,-0.2186110000000000,-78.50972200000000,40
Santa Elena,401178,1878,4,-2.226700000000000,-80.85830000000000,40
Sto. Domingo Tsáchilas,511151,6340,14,-0.2541670000000000,-79.17194400000000,40
Sucumbíos,230503,3002,19,0.08472200000000002,-76.88277800000000,40
Tungurahua,590600,8262,13,-1.241667000000000,-78.61972200000000,40
Zamora Chinchipe,120416,1361,0,-4.120000000000000,-78.80000000000000,40
Azuay,881394,14913,53,-2.897414000000000,-79.00448100000000,41
Bolívar,209933,4551,31,-1.605556000000000,-79.00305600000000,41
Carchi,186869,6190,40,0.8121800000000000,-77.71633000000000,41
Cañar,281396,3713,10,-2.733333000000000,-78.83333300000000,41
Chimborazo,524004,5923,17,-1.674347000000000,-78.64829400000001,41
Cotopaxi,488716,6412,16,-0.9333330000000000,-78.61666700000001,41
El Oro,715751,15348,20,-3.266667000000000,-79.96666700000000,41
Esmeraldas,591083,4820,17,1.050000000000000,-79.20000000000000,41
Galápagos,33042,574,3,-0.7999999999999999,-89.40000000000001,41
Guayas,4387434,43707,152,-2.183333000000000,-79.88333299999999,41
Imbabura,476257,11414,81,0.3626780000000000,-78.13066700000000,41
Loja,521154,10600,17,-3.983333000000000,-79.20000000000000,41
Los Ríos,921763,8201,17,-1.800000000000000,-79.53333300000000,41
Manabí,1562079,18570,79,-1.056181000000000,-80.45521700000000,41
Morona Santiago,196535,3144,13,-2.300000000000000,-78.11666700000001,41
Napo,133705,2310,12,-0.9890000000000000,-77.81590000000000,41
Orellana,161338,1607,12,-0.4666670000000000,-76.96666700000000,41
Pastaza,114202,1234,9,-1.066667000000000,-78.00111099999999,41
Pichincha,3228233,114843,888,-0.2186110000000000,-78.50972200000000,41
Santa Elena,401178,1882,4,-2.226700000000000,-80.85830000000000,41
Sto. Domingo Tsáchilas,511151,6404,64,-0.2541670000000000,-79.17194400000000,41
Sucumbíos,230503,3027,25,0.08472200000000002,-76.88277800000000,41
Tungurahua,590600,8305,43,-1.241667000000000,-78.61972200000000,41
Zamora Chinchipe,120416,1370,9,-4.120000000000000,-78.80000000000000,41
Azuay,881394,15047,134,-2.897414000000000,-79.00448100000000,42
Bolívar,209933,4561,10,-1.605556000000000,-79.00305600000000,42
Carchi,186869,6208,18,0.8121800000000000,-77.71633000000000,42
Cañar,281396,3725,12,-2.733333000000000,-78.83333300000000,42
Chimborazo,524004,5941,18,-1.674347000000000,-78.64829400000001,42
Cotopaxi,488716,6439,27,-0.9333330000000000,-78.61666700000001,42
El Oro,715751,15418,70,-3.266667000000000,-79.96666700000000,42
Esmeraldas,591083,4824,4,1.050000000000000,-79.20000000000000,42
Galápagos,33042,576,2,-0.7999999999999999,-89.40000000000001,42
Guayas,4387434,43851,144,-2.183333000000000,-79.88333299999999,42
Imbabura,476257,11461,47,0.3626780000000000,-78.13066700000000,42
Loja,521154,10621,21,-3.983333000000000,-79.20000000000000,42
Los Ríos,921763,8219,18,-1.800000000000000,-79.53333300000000,42
Manabí,1562079,18698,128,-1.056181000000000,-80.45521700000000,42
Morona Santiago,196535,3168,24,-2.300000000000000,-78.11666700000001,42
Napo,133705,2334,24,-0.9890000000000000,-77.81590000000000,42
Orellana,161338,1631,24,-0.4666670000000000,-76.96666700000000,42
Pastaza,114202,1239,5,-1.066667000000000,-78.00111099999999,42
Pichincha,3228233,115951,1108,-0.2186110000000000,-78.50972200000000,42
Santa Elena,401178,1898,16,-2.226700000000000,-80.85830000000000,42
Sto. Domingo Tsáchilas,511151,6421,17,-0.2541670000000000,-79.17194400000000,42
Sucumbíos,230503,3051,24,0.08472200000000002,-76.88277800000000,42
Tungurahua,590600,8361,56,-1.241667000000000,-78.61972200000000,42
Zamora Chinchipe,120416,1375,5,-4.120000000000000,-78.80000000000000,42
Azuay,881394,15168,121,-2.897414000000000,-79.00448100000000,43
Bolívar,209933,4614,53,-1.605556000000000,-79.00305600000000,43
Carchi,186869,6218,10,0.8121800000000000,-77.71633000000000,43
Cañar,281396,3749,24,-2.733333000000000,-78.83333300000000,43
Chimborazo,524004,5955,14,-1.674347000000000,-78.64829400000001,43
Cotopaxi,488716,6447,8,-0.9333330000000000,-78.61666700000001,43
El Oro,715751,15474,56,-3.266667000000000,-79.96666700000000,43
Esmeraldas,591083,4842,18,1.050000000000000,-79.20000000000000,43
Galápagos,33042,579,3,-0.7999999999999999,-89.40000000000001,43
Guayas,4387434,43983,132,-2.183333000000000,-79.88333299999999,43
Imbabura,476257,11516,55,0.3626780000000000,-78.13066700000000,43
Loja,521154,10641,20,-3.983333000000000,-79.20000000000000,43
Los Ríos,921763,8234,15,-1.800000000000000,-79.53333300000000,43
Manabí,1562079,18810,112,-1.056181000000000,-80.45521700000000,43
Morona Santiago,196535,3207,39,-2.300000000000000,-78.11666700000001,43
Napo,133705,2400,66,-0.9890000000000000,-77.81590000000000,43
Orellana,161338,1700,69,-0.4666670000000000,-76.96666700000000,43
Pastaza,114202,1259,20,-1.066667000000000,-78.00111099999999,43
Pichincha,3228233,116644,693,-0.2186110000000000,-78.50972200000000,43
Santa Elena,401178,1904,6,-2.226700000000000,-80.85830000000000,43
Sto. Domingo Tsáchilas,511151,6437,16,-0.2541670000000000,-79.17194400000000,43
Sucumbíos,230503,3085,34,0.08472200000000002,-76.88277800000000,43
Tungurahua,590600,8391,30,-1.241667000000000,-78.61972200000000,43
Zamora Chinchipe,120416,1391,16,-4.120000000000000,-78.80000000000000,43
Azuay,881394,15253,85,-2.897414000000000,-79.00448100000000,44
Bolívar,209933,4640,26,-1.605556000000000,-79.00305600000000,44
Carchi,186869,6228,10,0.8121800000000000,-77.71633000000000,44
Cañar,281396,3761,12,-2.733333000000000,-78.83333300000000,44
Chimborazo,524004,5968,13,-1.674347000000000,-78.64829400000001,44
Cotopaxi,488716,6470,23,-0.9333330000000000,-78.61666700000001,44
El Oro,715751,15549,75,-3.266667000000000,-79.96666700000000,44
Esmeraldas,591083,4852,10,1.050000000000000,-79.20000000000000,44
Galápagos,33042,580,1,-0.7999999999999999,-89.40000000000001,44
Guayas,4387434,44160,177,-2.183333000000000,-79.88333299999999,44
Imbabura,476257,11536,20,0.3626780000000000,-78.13066700000000,44
Loja,521154,10660,19,-3.983333000000000,-79.20000000000000,44
Los Ríos,921763,8258,24,-1.800000000000000,-79.53333300000000,44
Manabí,1562079,18969,159,-1.056181000000000,-80.45521700000000,44
Morona Santiago,196535,3215,8,-2.300000000000000,-78.11666700000001,44
Napo,133705,2431,31,-0.9890000000000000,-77.81590000000000,44
Orellana,161338,1722,22,-0.4666670000000000,-76.96666700000000,44
Pastaza,114202,1294,35,-1.066667000000000,-78.00111099999999,44
Pichincha,3228233,118017,1373,-0.2186110000000000,-78.50972200000000,44
Santa Elena,401178,1907,3,-2.226700000000000,-80.85830000000000,44
Sto. Domingo Tsáchilas,511151,6469,32,-0.2541670000000000,-79.17194400000000,44
Sucumbíos,230503,3097,12,0.08472200000000002,-76.88277800000000,44
Tungurahua,590600,8418,27,-1.241667000000000,-78.61972200000000,44
Zamora Chinchipe,120416,1414,23,-4.120000000000000,-78.80000000000000,44
Azuay,881394,15374,121,-2.897414000000000,-79.00448100000000,45
Bolívar,209933,4687,47,-1.605556000000000,-79.00305600000000,45
Carchi,186869,6243,15,0.8121800000000000,-77.71633000000000,45
Cañar,281396,3778,17,-2.733333000000000,-78.83333300000000,45
Chimborazo,524004,6004,36,-1.674347000000000,-78.64829400000001,45
Cotopaxi,488716,6500,30,-0.9333330000000000,-78.61666700000001,45
El Oro,715751,15652,103,-3.266667000000000,-79.96666700000000,45
Esmeraldas,591083,4875,23,1.050000000000000,-79.20000000000000,45
Galápagos,33042,581,1,-0.7999999999999999,-89.40000000000001,45
Guayas,4387434,44436,276,-2.183333000000000,-79.88333299999999,45
Imbabura,476257,11571,35,0.3626780000000000,-78.13066700000000,45
Loja,521154,10695,35,-3.983333000000000,-79.20000000000000,45
Los Ríos,921763,8296,38,-1.800000000000000,-79.53333300000000,45
Manabí,1562079,19218,249,-1.056181000000000,-80.45521700000000,45
Morona Santiago,196535,3247,32,-2.300000000000000,-78.11666700000001,45
Napo,133705,2524,93,-0.9890000000000000,-77.81590000000000,45
Orellana,161338,1793,71,-0.4666670000000000,-76.96666700000000,45
Pastaza,114202,1374,80,-1.066667000000000,-78.00111099999999,45
Pichincha,3228233,118857,840,-0.2186110000000000,-78.50972200000000,45
Santa Elena,401178,1914,7,-2.226700000000000,-80.85830000000000,45
Sto. Domingo Tsáchilas,511151,6511,42,-0.2541670000000000,-79.17194400000000,45
Sucumbíos,230503,3173,76,0.08472200000000002,-76.88277800000000,45
Tungurahua,590600,8453,35,-1.241667000000000,-78.61972200000000,45
Zamora Chinchipe,120416,1422,8,-4.120000000000000,-78.80000000000000,45
Azuay,881394,15468,94,-2.897414000000000,-79.00448100000000,46
Bolívar,209933,4716,29,-1.605556000000000,-79.00305600000000,46
Carchi,186869,6293,50,0.8121800000000000,-77.71633000000000,46
Cañar,281396,3793,15,-2.733333000000000,-78.83333300000000,46
Chimborazo,524004,6036,32,-1.674347000000000,-78.64829400000001,46
Cotopaxi,488716,6546,46,-0.9333330000000000,-78.61666700000001,46
El Oro,715751,15776,124,-3.266667000000000,-79.96666700000000,46
Esmeraldas,591083,4935,60,1.050000000000000,-79.20000000000000,46
Galápagos,33042,583,2,-0.7999999999999999,-89.40000000000001,46
Guayas,4387434,44805,369,-2.183333000000000,-79.88333299999999,46
Imbabura,476257,11729,158,0.3626780000000000,-78.13066700000000,46
Loja,521154,10730,35,-3.983333000000000,-79.20000000000000,46
Los Ríos,921763,8330,34,-1.800000000000000,-79.53333300000000,46
Manabí,1562079,19543,325,-1.056181000000000,-80.45521700000000,46
Morona Santiago,196535,3272,25,-2.300000000000000,-78.11666700000001,46
Napo,133705,2566,42,-0.9890000000000000,-77.81590000000000,46
Orellana,161338,1868,75,-0.4666670000000000,-76.96666700000000,46
Pastaza,114202,1395,21,-1.066667000000000,-78.00111099999999,46
Pichincha,3228233,119624,767,-0.2186110000000000,-78.50972200000000,46
Santa Elena,401178,1920,6,-2.226700000000000,-80.85830000000000,46
Sto. Domingo Tsáchilas,511151,6600,89,-0.2541670000000000,-79.17194400000000,46
Sucumbíos,230503,3253,80,0.08472200000000002,-76.88277800000000,46
Tungurahua,590600,8512,59,-1.241667000000000,-78.61972200000000,46
Zamora Chinchipe,120416,1446,24,-4.120000000000000,-78.80000000000000,46
Azuay,881394,15548,80,-2.897414000000000,-79.00448100000000,47
Bolívar,209933,4804,88,-1.605556000000000,-79.00305600000000,47
Carchi,186869,6311,18,0.8121800000000000,-77.71633000000000,47
Cañar,281396,3812,19,-2.733333000000000,-78.83333300000000,47
Chimborazo,524004,6132,96,-1.674347000000000,-78.64829400000001,47
Cotopaxi,488716,6579,33,-0.9333330000000000,-78.61666700000001,47
El Oro,715751,15986,210,-3.266667000000000,-79.96666700000000,47
Esmeraldas,591083,4963,28,1.050000000000000,-79.20000000000000,47
Galápagos,33042,590,7,-0.7999999999999999,-89.40000000000001,47
Guayas,4387434,45166,361,-2.183333000000000,-79.88333299999999,47
Imbabura,476257,11760,31,0.3626780000000000,-78.13066700000000,47
Loja,521154,10792,62,-3.983333000000000,-79.20000000000000,47
Los Ríos,921763,8367,37,-1.800000000000000,-79.53333300000000,47
Manabí,1562079,19839,296,-1.056181000000000,-80.45521700000000,47
Morona Santiago,196535,3347,75,-2.300000000000000,-78.11666700000001,47
Napo,133705,2611,45,-0.9890000000000000,-77.81590000000000,47
Orellana,161338,1924,56,-0.4666670000000000,-76.96666700000000,47
Pastaza,114202,1425,30,-1.066667000000000,-78.00111099999999,47
Pichincha,3228233,120238,614,-0.2186110000000000,-78.50972200000000,47
Santa Elena,401178,1926,6,-2.226700000000000,-80.85830000000000,47
Sto. Domingo Tsáchilas,511151,6680,80,-0.2541670000000000,-79.17194400000000,47
Sucumbíos,230503,3332,79,0.08472200000000002,-76.88277800000000,47
Tungurahua,590600,8578,66,-1.241667000000000,-78.61972200000000,47
Zamora Chinchipe,120416,1476,30,-4.120000000000000,-78.80000000000000,47
Azuay,881394,15665,117,-2.897414000000000,-79.00448100000000,48
Bolívar,209933,4900,96,-1.605556000000000,-79.00305600000000,48
Carchi,186869,6322,11,0.8121800000000000,-77.71633000000000,48
Cañar,281396,3838,26,-2.733333000000000,-78.83333300000000,48
Chimborazo,524004,6161,29,-1.674347000000000,-78.64829400000001,48
Cotopaxi,488716,6638,59,-0.9333330000000000,-78.61666700000001,48
El Oro,715751,16192,206,-3.266667000000000,-79.96666700000000,48
Esmeraldas,591083,5009,46,1.050000000000000,-79.20000000000000,48
Galápagos,33042,592,2,-0.7999999999999999,-89.40000000000001,48
Guayas,4387434,45597,431,-2.183333000000000,-79.88333299999999,48
Imbabura,476257,11798,38,0.3626780000000000,-78.13066700000000,48
Loja,521154,10860,68,-3.983333000000000,-79.20000000000000,48
Los Ríos,921763,8441,74,-1.800000000000000,-79.53333300000000,48
Manabí,1562079,20077,238,-1.056181000000000,-80.45521700000000,48
Morona Santiago,196535,3428,81,-2.300000000000000,-78.11666700000001,48
Napo,133705,2653,42,-0.9890000000000000,-77.81590000000000,48
Orellana,161338,1976,52,-0.4666670000000000,-76.96666700000000,48
Pastaza,114202,1438,13,-1.066667000000000,-78.00111099999999,48
Pichincha,3228233,120858,620,-0.2186110000000000,-78.50972200000000,48
Santa Elena,401178,1933,7,-2.226700000000000,-80.85830000000000,48
Sto. Domingo Tsáchilas,511151,6755,75,-0.2541670000000000,-79.17194400000000,48
Sucumbíos,230503,3459,127,0.08472200000000002,-76.88277800000000,48
Tungurahua,590600,8640,62,-1.241667000000000,-78.61972200000000,48
Zamora Chinchipe,120416,1505,29,-4.120000000000000,-78.80000000000000,48
Azuay,881394,15814,149,-2.897414000000000,-79.00448100000000,49
Bolívar,209933,4962,62,-1.605556000000000,-79.00305600000000,49
Carchi,186869,6333,11,0.8121800000000000,-77.71633000000000,49
Cañar,281396,3878,40,-2.733333000000000,-78.83333300000000,49
Chimborazo,524004,6222,61,-1.674347000000000,-78.64829400000001,49
Cotopaxi,488716,6722,84,-0.9333330000000000,-78.61666700000001,49
El Oro,715751,16412,220,-3.266667000000000,-79.96666700000000,49
Esmeraldas,591083,5065,56,1.050000000000000,-79.20000000000000,49
Galápagos,33042,594,2,-0.7999999999999999,-89.40000000000001,49
Guayas,4387434,46246,649,-2.183333000000000,-79.88333299999999,49
Imbabura,476257,11841,43,0.3626780000000000,-78.13066700000000,49
Loja,521154,10945,85,-3.983333000000000,-79.20000000000000,49
Los Ríos,921763,8521,80,-1.800000000000000,-79.53333300000000,49
Manabí,1562079,20396,319,-1.056181000000000,-80.45521700000000,49
Morona Santiago,196535,3585,157,-2.300000000000000,-78.11666700000001,49
Napo,133705,2744,91,-0.9890000000000000,-77.81590000000000,49
Orellana,161338,2028,52,-0.4666670000000000,-76.96666700000000,49
Pastaza,114202,1452,14,-1.066667000000000,-78.00111099999999,49
Pichincha,3228233,122404,1546,-0.2186110000000000,-78.50972200000000,49
Santa Elena,401178,1963,30,-2.226700000000000,-80.85830000000000,49
Sto. Domingo Tsáchilas,511151,6895,140,-0.2541670000000000,-79.17194400000000,49
Sucumbíos,230503,3554,95,0.08472200000000002,-76.88277800000000,49
Tungurahua,590600,8735,95,-1.241667000000000,-78.61972200000000,49
Zamora Chinchipe,120416,1532,27,-4.120000000000000,-78.80000000000000,49
Azuay,881394,15947,133,-2.897414000000000,-79.00448100000000,50
Bolívar,209933,5016,54,-1.605556000000000,-79.00305600000000,50
Carchi,186869,6339,6,0.8121800000000000,-77.71633000000000,50
Cañar,281396,3930,52,-2.733333000000000,-78.83333300000000,50
Chimborazo,524004,6272,50,-1.674347000000000,-78.64829400000001,50
Cotopaxi,488716,6803,81,-0.9333330000000000,-78.61666700000001,50
El Oro,715751,16672,260,-3.266667000000000,-79.96666700000000,50
Esmeraldas,591083,5145,80,1.050000000000000,-79.20000000000000,50
Galápagos,33042,598,4,-0.7999999999999999,-89.40000000000001,50
Guayas,4387434,47029,783,-2.183333000000000,-79.88333299999999,50
Imbabura,476257,11896,55,0.3626780000000000,-78.13066700000000,50
Loja,521154,11021,76,-3.983333000000000,-79.20000000000000,50
Los Ríos,921763,8606,85,-1.800000000000000,-79.53333300000000,50
Manabí,1562079,20724,328,-1.056181000000000,-80.45521700000000,50
Morona Santiago,196535,3627,42,-2.300000000000000,-78.11666700000001,50
Napo,133705,2815,71,-0.9890000000000000,-77.81590000000000,50
Orellana,161338,2058,30,-0.4666670000000000,-76.96666700000000,50
Pastaza,114202,1465,13,-1.066667000000000,-78.00111099999999,50
Pichincha,3228233,123446,1042,-0.2186110000000000,-78.50972200000000,50
Santa Elena,401178,1982,19,-2.226700000000000,-80.85830000000000,50
Sto. Domingo Tsáchilas,511151,7012,117,-0.2541670000000000,-79.17194400000000,50
Sucumbíos,230503,3648,94,0.08472200000000002,-76.88277800000000,50
Tungurahua,590600,8805,70,-1.241667000000000,-78.61972200000000,50
Zamora Chinchipe,120416,1562,30,-4.120000000000000,-78.80000000000000,50
