muestras,muestras_pcr,positivas_total,positivas_probables,muestras_pcr_nuevas,pruebas_rezagadas,muertes_confirmadas,muertes_probables,muertes,muertes_nuevas,positivas,positivas_pcr,positivas_pcr_nuevas,positivas_pcr_mujer,positivas_pcr_hombre,positivas_pcr_hombre_edades_meses,positivas_pcr_hombre_edades_0a4,positivas_pcr_hombre_edades_5a9,positivas_pcr_hombre_edades_10a14,positivas_pcr_hombre_edades_15a19,positivas_pcr_hombre_edades_20a49,positivas_pcr_hombre_edades_50a64,positivas_pcr_hombre_edades_65an,positivas_pcr_mujer_edades_meses,positivas_pcr_mujer_edades_0a4,positivas_pcr_mujer_edades_5a9,positivas_pcr_mujer_edades_10a14,positivas_pcr_mujer_edades_15a19,positivas_pcr_mujer_edades_20a49,positivas_pcr_mujer_edades_50a64,positivas_pcr_mujer_edades_65an,positivas_rapidas,negativas,negativas_pcr,negativas_pcr_nuevas,negativas_rapidas,hospitalizadas_altas,hospitalizadas_estables,hospitalizadas_pronostico_reservadas,msp_hospitalizacion_camas_porcentaje_ocupadas,msp_hospitalizacion_lista_espera,msp_hospitalizacion_camas_asignadas,msp_hospitalizacion_camas_ocupadas,msp_cuidado_intermedio_camas_porcentaje_ocupadas,msp_cuidado_intermedio_lista_espera,msp_cuidado_intermedio_camas_asignadas,msp_cuidado_intermedio_camas_ocupadas,msp_uci_camas_porcentaje_ocupadas,msp_uci_lista_espera,msp_uci_camas_asignadas,msp_uci_camas_ocupadas,rpis_hospitalizacion_camas_porcentaje_ocupadas,rpis_hospitalizacion_lista_espera,rpis_hospitalizacion_camas_asignadas,rpis_hospitalizacion_camas_ocupadas,rpis_cuidado_intermedio_camas_porcentaje_ocupadas,rpis_cuidado_intermedio_lista_espera,rpis_cuidado_intermedio_camas_asignadas,rpis_cuidado_intermedio_camas_ocupadas,rpis_uci_camas_porcentaje_ocupadas,rpis_uci_lista_espera,rpis_uci_camas_asignadas,rpis_uci_camas_ocupadas,rpc_hospitalizacion_camas_porcentaje_ocupadas,rpc_hospitalizacion_lista_espera,rpc_hospitalizacion_camas_asignadas,rpc_hospitalizacion_camas_ocupadas,rpc_cuidado_intermedio_camas_porcentaje_ocupadas,rpc_cuidado_intermedio_lista_espera,rpc_cuidado_intermedio_camas_asignadas,rpc_cuidado_intermedio_camas_ocupadas,rpc_uci_camas_porcentaje_ocupadas,rpc_uci_lista_espera,rpc_uci_camas_asignadas,rpc_uci_camas_ocupadas,created_at
247583,227011,0,0,853,40675,5767,3512,9279,21,87041,78085,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,119867,108251,896,11616,11577,844,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/08/2020
250720,230148,0,0,3137,41717,5808,3524,9332,53,87963,79007,922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,121040,109424,1173,11616,11641,831,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/08/2020
254351,233779,0,0,3631,43192,5847,3527,9374,42,88866,79910,903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,122293,110677,1253,11616,11824,830,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/08/2020
258562,237990,0,0,4211,43641,5877,3530,9407,33,90537,81581,1671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,124384,112768,2091,11616,11974,833,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06/08/2020
261829,241257,0,0,3267,43400,5897,3531,9428,21,91969,83013,1432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,126460,114844,2076,11616,12119,823,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07/08/2020
266258,245686,0,0,4429,43292,5916,3534,9450,22,93572,84616,1603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,129394,117778,2934,11616,12261,835,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/08/2020
267146,246574,0,0,888,41845,5922,3536,9458,8,94459,85503,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,130842,119226,1448,11616,12453,874,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/08/2020
267795,247223,0,0,649,41859,5932,3539,9471,13,94701,85745,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,131235,119619,393,11616,12509,905,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/08/2020
268726,248154,0,0,931,41618,5951,3541,9492,21,95563,86607,862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,131545,119929,310,11616,12511,913,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/08/2020
272000,251428,0,0,3274,40236,5984,3545,9529,37,97110,88154,1547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,134654,123038,3109,11616,12788,920,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/08/2020
276491,255919,0,0,4491,41442,6010,3545,9555,26,98343,89387,1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,136706,125090,2052,11616,12858,922,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13/08/2020
280484,259912,0,0,3993,42438,6030,3550,9580,25,99409,90453,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,138637,127021,1931,11616,13077,912,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14/08/2020
284704,264132,0,0,4220,42969,6065,3567,9632,52,100688,91732,1279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,141047,129431,2410,11616,13255,862,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15/08/2020
285784,265212,0,0,1080,41370,6070,3568,9638,6,101542,92586,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,142872,131256,1825,11616,13406,944,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16/08/2020
286499,265927,0,0,715,41092,6083,3568,9651,13,101751,92795,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,143656,132040,784,11616,13504,859,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/08/2020
289213,268641,0,0,2714,40603,6105,3581,9686,35,102941,93985,1190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,145669,134053,2013,11616,13567,890,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/08/2020
293066,272494,0,0,3853,40611,6146,3596,9742,56,104475,95519,1534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,147980,136364,2311,11616,13661,886,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/08/2020
297376,276804,0,0,4310,41403,6200,3609,9809,67,105508,96552,1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,150465,138849,2485,11616,14044,864,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20/08/2020
301496,280924,0,0,4120,42766,6248,3615,9863,54,106481,97525,973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,152249,140633,1784,11616,14114,877,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/08/2020
304441,283869,0,0,2945,44103,6277,3634,9911,48,107089,98133,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,153249,141633,1000,11616,14273,869,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22/08/2020
306934,286362,0,0,2493,44248,6310,3662,9972,61,107769,98813,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,154917,143301,1668,11616,14552,744,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23/08/2020
307742,287170,0,0,808,43733,6322,3664,9986,14,108289,99333,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,155720,144104,803,11616,14614,753,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24/08/2020
311310,290738,0,0,3568,44755,6368,3696,10064,78,109030,100074,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,157525,145909,1805,11616,14761,841,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25/08/2020
315924,295352,0,0,4614,45900,6410,3703,10113,49,110549,101593,1519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,159475,147859,1950,11616,14833,835,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26/08/2020
319537,298965,0,0,3613,47433,6471,3708,10179,66,111219,102263,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,160885,149269,1410,11616,14938,857,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27/08/2020
323303,302731,0,0,3766,48755,6504,3722,10226,47,112141,103185,922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,162407,150791,1522,11616,15047,874,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28/08/2020
326552,305980,0,0,3249,49768,6537,3738,10275,49,112906,103950,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,163878,152262,1471,11616,15165,879,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29/08/2020
328491,307919,0,0,1939,49653,6555,3738,10293,18,113648,104692,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,165190,153574,1312,11616,15368,874,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30/08/2020
328929,308357,0,0,438,49464,6556,3741,10297,4,113767,104811,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,165698,154082,508,11616,15417,875,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31/08/2020
331243,310671,0,0,2314,50258,6571,3743,10314,17,114309,105353,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,166676,155060,978,11616,15471,869,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/09/2020
334945,314373,0,0,3702,51132,6619,3743,10362,48,115457,106501,1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,168356,156740,1680,11616,15615,867,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/09/2020
340207,319635,0,0,5262,53995,6648,3751,10399,37,116360,107404,903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,169852,158236,1496,11616,15799,861,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/09/2020
344126,323554,0,0,3919,55562,6674,3753,10427,28,117175,108219,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,171389,159773,1537,11616,15948,859,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/09/2020
349060,328488,0,0,4934,57870,6724,3752,10476,49,118045,109089,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,173145,161529,1756,11616,16052,956,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/09/2020
351042,330470,0,0,1982,57489,6770,3754,10524,48,118740,109784,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,174813,163197,1668,11616,16182,885,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06/09/2020
351570,330998,0,0,528,57268,6822,3754,10576,52,119048,110092,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,175254,163638,441,11616,16258,884,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07/09/2020
354549,333977,0,0,2979,58736,6869,3758,10627,51,119713,110757,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,176100,164484,846,11616,16484,775,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/09/2020
359882,339310,0,0,5333,60371,6924,3777,10701,74,121122,112166,1409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,178389,166773,2289,11616,16447,794,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/09/2020
364196,343624,0,0,4314,61704,6971,3778,10749,48,122162,113206,1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,180330,168714,1941,11616,16548,764,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/09/2020
368671,348099,0,0,4475,61343,7054,3782,10836,87,123688,114732,1526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,183640,172024,3310,11616,16651,759,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/09/2020
373247,352675,0,0,4576,61779,7083,3781,10864,28,125407,116451,1719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,186061,174445,2421,11616,16904,774,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/09/2020
374712,354140,0,0,1465,59812,7119,3784,10903,39,127550,118594,2143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,187350,175734,1289,11616,16976,767,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13/09/2020
375455,354883,0,0,743,59509,7138,3784,10922,19,127867,118911,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,188079,176463,729,11616,17027,778,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14/09/2020
378392,357820,0,0,2937,60433,7177,3786,10963,41,128509,119553,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,189450,177834,1371,11616,17078,770,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15/09/2020
383724,363152,0,0,5332,60555,7206,3790,10996,33,130481,121525,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,192688,181072,3238,11616,17192,727,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16/09/2020
391436,370864,0,0,7712,61937,7236,3793,11029,33,131213,122257,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,198286,186670,5598,11616,17339,746,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/09/2020
396978,376406,0,0,5542,62831,7250,3794,11044,15,133085,124129,1872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,201062,189446,2776,11616,17398,749,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/09/2020
404678,384106,0,0,7700,63867,7288,3796,11084,40,134576,125620,1491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,206235,194619,5173,11616,17569,706,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/09/2020
407679,387107,0,0,3001,63428,7296,3794,11090,6,135375,126419,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,208876,197260,2641,11616,17632,685,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20/09/2020
408864,388292,0,0,1185,63884,7301,3794,11095,5,135667,126711,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,209313,197697,437,11616,17679,679,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/09/2020
413256,392684,0,0,4392,65741,7330,3796,11126,31,136599,127643,932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,210916,199300,1603,11616,17719,667,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22/09/2020
419668,399096,0,0,6412,66008,7375,3796,11171,45,138848,129892,2249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,214812,203196,3896,11616,18180,692,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23/09/2020
424423,403851,0,0,4755,66424,7414,3799,11213,42,140102,131146,1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,217897,206281,3085,11616,18223,689,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24/09/2020
429906,409334,0,0,5483,67510,7436,3800,11236,23,141431,132475,1329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,220965,209349,3068,11616,18363,688,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25/09/2020
436870,416298,0,0,6964,68516,7470,3803,11273,37,142937,133981,1506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,225417,213801,4452,11616,18470,684,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26/09/2020
439357,418785,0,0,2487,68287,7476,3803,11279,6,143703,134747,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,227367,215751,1950,11616,18570,724,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27/09/2020
440312,419740,0,0,955,68519,7477,3803,11280,1,143921,134965,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,227872,216256,505,11616,18611,728,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28/09/2020
445105,424533,0,0,4793,69932,7509,3803,11312,32,144705,135749,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,230468,218852,2596,11616,18736,638,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29/09/2020
452891,432319,0,0,7786,72401,7546,3809,11355,43,146003,137047,1298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,234487,222871,4019,11616,18791,630,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30/09/2020
459991,439419,0,0,7100,74416,7621,3812,11433,78,147540,138584,1537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,238035,226419,3548,11616,18887,592,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/10/2020
467278,446706,0,0,7287,77160,7678,3817,11495,62,148490,139534,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,241628,230012,3593,11616,19022,631,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/10/2020
471670,451098,0,0,4392,78284,7742,3855,11597,102,149307,140351,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,244079,232463,2451,11616,19115,615,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/10/2020
474395,453823,0,0,2725,78548,7792,3855,11647,50,149990,141034,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,245857,234241,1778,11616,19226,641,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/10/2020
475694,455122,0,0,1299,78827,7825,3856,11681,34,150295,141339,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,246572,234956,715,11616,19275,623,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/10/2020
465598,445026,0,0,-10096,66155,7845,3857,11702,21,151012,142056,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,248431,236815,1859,11616,19318,610,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06/10/2020
472328,451756,0,0,6730,67670,7871,3872,11743,41,152487,143531,1475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,252171,240555,3740,11616,19493,573,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07/10/2020
477844,457272,0,0,5516,68406,7907,4234,12141,398,154001,145045,1514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,255437,243821,3266,11616,19614,541,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/10/2020
482330,461758,0,0,4486,69124,7935,4240,12175,34,154804,145848,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,258402,246786,2965,11616,19729,546,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/10/2020
486458,465886,0,0,4128,67306,7946,4242,12188,13,155784,146828,980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,263368,251752,4966,11616,19816,524,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/10/2020
487086,466514,0,0,628,66893,7949,4242,12191,3,155989,147033,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,264204,252588,836,11616,19851,518,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/10/2020
487900,467328,0,0,814,66706,7976,4242,12218,27,156271,147315,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,264923,253307,719,11616,19887,517,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/10/2020
491934,471362,0,0,4034,67960,7991,4244,12235,17,157127,148171,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,266847,255231,1924,11616,19937,527,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13/10/2020
496026,475454,0,0,4092,67559,8011,4253,12264,29,158039,149083,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,270428,258812,3581,11616,20046,502,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14/10/2020
501761,481189,0,0,5735,68127,8030,4276,12306,42,159316,150360,1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,274318,262702,3890,11616,20127,510,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15/10/2020
