provincia,provincia_poblacion,canton,canton_poblacion,lat,lng,01/01/2022,02/01/2022,03/01/2022,04/01/2022,05/01/2022,06/01/2022,07/01/2022,08/01/2022
Pastaza,114202,Pastaza,84377,-1.066667000000000,-78.00111099999999,5.41%,5.44%,5.65%,5.93%,6.31%,6.63%,6.9%,7.09%
Pastaza,114202,Santa Clara,4150,-1.267100000000000,-77.88820000000000,2.41%,2.41%,2.41%,2.41%,2.46%,2.65%,3.35%,3.42%
Pichincha,3228233,Cayambe,107660,0.04388900000000000,-78.15610000000000,6.66%,6.67%,6.82%,7.1%,7.48%,8.16%,8.48%,8.57%
Pichincha,3228233,Mejía,108167,-0.5101000000000000,-78.56980000000000,7.12%,7.13%,7.39%,7.83%,8.27%,8.76%,9.2%,9.29%
Pichincha,3228233,Pedro Moncayo,43281,0.04369700000000000,-78.34923999999999,5.56%,5.58%,5.82%,6.02%,6.18%,6.38%,6.57%,6.73%
Pichincha,3228233,Pedro Vicente Maldonado,17171,0.1666670000000000,-79,4.51%,4.51%,4.74%,4.91%,5.22%,5.55%,5.68%,5.93%
Pichincha,3228233,Puerto Quito,24911,0.1170000000000000,-79.26400000000000,5%,5%,5.12%,5.25%,5.42%,5.67%,5.88%,5.97%
Pichincha,3228233,Quito,2781641,-0.2186110000000000,-78.50972200000000,10.29%,10.36%,10.85%,11.48%,12.09%,12.74%,13.47%,13.88%
Pichincha,3228233,Rumiñahui,115433,-0.3345000000000000,-78.44750000000001,16.31%,16.31%,16.72%,17.46%,18.13%,18.62%,19.26%,19.39%
Pichincha,3228233,San Miguel de Los Bancos,29969,0.02300000000000000,-78.89200000000000,4.52%,4.59%,4.79%,4.97%,5.23%,5.38%,5.7%,5.85%
Santa Elena,401178,La Libertad,117767,-2.233333000000000,-80.90000000000001,2.95%,2.95%,3.05%,3.24%,3.45%,3.7%,3.91%,3.94%
Santa Elena,401178,Salinas,94590,-2.216667000000000,-80.95000000000000,4.28%,4.28%,4.41%,4.6%,4.83%,5.05%,5.28%,5.37%
Santa Elena,401178,Santa Elena,188821,-2.226700000000000,-80.85830000000000,5.56%,5.57%,5.73%,5.92%,6.16%,6.52%,6.83%,6.87%
Sto. Domingo Tsáchilas,511151,La Concordia,52571,0.002300000000000000,-79.38460000000001,3.96%,3.96%,4.16%,4.42%,4.71%,4.96%,5.24%,5.24%
Sto. Domingo Tsáchilas,511151,Santo Domingo,458580,-0.2541670000000000,-79.17194400000000,3.58%,3.6%,3.73%,3.88%,4.06%,4.28%,4.49%,4.59%
Sucumbíos,230503,Cascales,15882,-0.06750000000000000,-77.21694400000000,3.34%,3.34%,3.41%,3.43%,3.57%,3.68%,3.87%,4.05%
Sucumbíos,230503,Cuyabeno,7154,-0.1288890000000000,-76.41388900000000,4.79%,4.92%,5.24%,5.31%,5.35%,5.66%,5.84%,6.09%
Sucumbíos,230503,Gonzalo Pizarro,10007,0.04700000000000000,-77.32280000000000,7.32%,7.4%,7.9%,8.18%,8.45%,8.7%,9.17%,9.55%
Sucumbíos,230503,Lago Agrio,119594,0.08472200000000001,-76.88277800000000,3.61%,3.64%,3.75%,3.89%,4.05%,4.18%,4.39%,4.59%
Sucumbíos,230503,Putumayo,16106,0.1000000000000000,-75.84999999999999,4.01%,4.02%,4.02%,4.11%,4.11%,4.12%,4.17%,4.32%
Sucumbíos,230503,Shushufindi,57949,-0.1871000000000000,-76.64500000000000,3.08%,3.12%,3.15%,3.22%,3.33%,3.42%,3.56%,3.88%
Sucumbíos,230503,Sucumbíos,3811,0.4592000000000000,-77.52300000000000,6.93%,6.93%,7.85%,8.66%,9.42%,10.15%,10.57%,11.94%
Tungurahua,590600,Ambato,387309,-1.241667000000000,-78.61972200000000,7.09%,7.1%,7.51%,8.05%,8.55%,9.1%,9.91%,10.07%
Tungurahua,590600,Baños,25043,-1.396389000000000,-78.42472200000000,9.98%,10.12%,10.63%,11.1%,11.58%,12.05%,12.45%,12.47%
Tungurahua,590600,Cevallos,9936,-1.350000000000000,-78.61666700000001,11.76%,11.76%,12.45%,13.35%,14.23%,15.01%,15.98%,15.98%
Tungurahua,590600,Mocha,7336,-1.416667000000000,-78.66666700000000,9.9%,9.9%,10.16%,11.15%,12.08%,12.55%,13.14%,13.3%
Tungurahua,590600,Patate,15825,-1.316667000000000,-78.51666700000000,14.1%,14.1%,14.4%,14.92%,15.39%,15.74%,16.03%,16.03%
Tungurahua,590600,Pelileo,66836,-1.327500000000000,-78.54083300000001,7.08%,7.08%,7.48%,7.93%,8.59%,9.48%,9.88%,10.03%
Tungurahua,590600,Píllaro,43371,-1.175833000000000,-78.55527800000000,7.2%,7.2%,7.78%,8.48%,9.23%,9.71%,10.45%,10.73%
Tungurahua,590600,Quero,20627,-1.379300000000000,-78.60700000000000,7.85%,8.21%,8.62%,9.06%,9.62%,10.1%,10.61%,10.8%
Tungurahua,590600,Tisaleo,14317,-1.350000000000000,-78.66666700000000,6.88%,7.26%,7.51%,8.18%,8.78%,9.32%,10.04%,10.34%
Zamora Chinchipe,120416,Centinela del Cóndor,8313,-3.894910000000000,-78.78140999999999,4.81%,4.81%,4.96%,5.06%,5.3%,5.51%,5.67%,5.67%
Zamora Chinchipe,120416,Chinchipe,10679,-4.862800000000000,-79.13280000000000,9.48%,9.48%,9.58%,9.83%,10.21%,10.47%,10.47%,10.59%
Zamora Chinchipe,120416,El Pangui,10945,-3.624900000000000,-78.58710000000001,4.05%,4.05%,4.18%,5.01%,5.37%,6.95%,8.34%,8.34%
Zamora Chinchipe,120416,Nangaritza,8014,-4.048333000000000,-78.68222200000000,2.17%,2.17%,2.23%,2.3%,2.33%,2.63%,2.94%,3.28%
Zamora Chinchipe,120416,Palanda,10144,-4.649800000000000,-79.13209999999999,3.94%,3.94%,4.01%,4.21%,4.46%,4.6%,4.99%,4.99%
Zamora Chinchipe,120416,Paquisha,5992,-3.932750000000000,-78.67426000000000,5.21%,5.21%,5.42%,5.67%,6.19%,6.89%,7.26%,7.26%
Zamora Chinchipe,120416,Yacuambi,7121,-3.634440000000000,-78.92810000000000,1.21%,1.21%,1.25%,1.35%,1.35%,1.35%,1.35%,1.35%
Zamora Chinchipe,120416,Yantzaza,26447,-3.850000000000000,-78.75000000000000,4.94%,4.94%,5.07%,5.21%,5.52%,5.77%,6.57%,6.77%
Zamora Chinchipe,120416,Zamora,32761,-4.120000000000000,-78.80000000000000,7.04%,7.2%,7.36%,7.92%,8.36%,9.09%,9.67%,9.9%
